"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","733"
"Male","782"
"","1515"
"Badi",""
"Female","159"
"Male","143"
"","302"
"Bangali",""
"Female","122"
"Male","109"
"","231"
"Baraee",""
"Female","406"
"Male","413"
"","819"
"Bhote",""
"Female","35"
"Male","34"
"","69"
"Bin",""
"Female","941"
"Male","971"
"","1912"
"Bote",""
"Female","6"
"Male","7"
"","13"
"Brahman - Hill",""
"Female","20625"
"Male","17255"
"","37880"
"Brahman - Tarai",""
"Female","512"
"Male","543"
"","1055"
"Chamar/ Harijan/ Ram",""
"Female","12049"
"Male","12272"
"","24321"
"Chepang /Praja",""
"Female","15"
"Male","13"
"","28"
"Chhantyal/Chhantel",""
"Female","25"
"Male","14"
"","39"
"Chhetri",""
"Female","8199"
"Male","6810"
"","15009"
"Dalit Others",""
"Female","383"
"Male","313"
"","696"
"Damai/Dholi",""
"Female","1724"
"Male","1509"
"","3233"
"Darai",""
"Female","102"
"Male","70"
"","172"
"Dhandi",""
"Female","64"
"Male","71"
"","135"
"Dhankar/ Dharikar",""
"Female","375"
"Male","355"
"","730"
"Dhanuk",""
"Female","9"
"Male","10"
"","19"
"Dhobi",""
"Female","2739"
"Male","2743"
"","5482"
"Dhunia",""
"Female","315"
"Male","273"
"","588"
"Dom",""
"Female","85"
"Male","98"
"","183"
"Dusadh/ Pasawan/ Pasi",""
"Female","2597"
"Male","2592"
"","5189"
"Foreigner",""
"Female","23"
"Male","13"
"","36"
"Gaderi/Bhedihar",""
"Female","751"
"Male","813"
"","1564"
"Gaine",""
"Female","26"
"Male","13"
"","39"
"Gangai",""
"Female","14"
"Male","8"
"","22"
"Ghale",""
"Female","48"
"Male","43"
"","91"
"Gharti/Bhujel",""
"Female","181"
"Male","173"
"","354"
"Gurung",""
"Female","3526"
"Male","2799"
"","6325"
"Hajam/Thakur",""
"Female","1576"
"Male","1518"
"","3094"
"Halkhor",""
"Female","5"
"Male","6"
"","11"
"Halwai",""
"Female","749"
"Male","755"
"","1504"
"Kahar",""
"Female","3247"
"Male","3254"
"","6501"
"Kalar",""
"Female","17"
"Male","16"
"","33"
"Kalwar",""
"Female","646"
"Male","650"
"","1296"
"Kamar",""
"Female","10"
"Male","8"
"","18"
"Kami",""
"Female","5291"
"Male","4373"
"","9664"
"Kanu",""
"Female","22"
"Male","37"
"","59"
"Kathabaniyan",""
"Female","2508"
"Male","2523"
"","5031"
"Kayastha",""
"Female","118"
"Male","118"
"","236"
"Kewat",""
"Female","5814"
"Male","5570"
"","11384"
"Khatwe",""
"Female","13"
"Male","9"
"","22"
"Khawas",""
"Female","261"
"Male","243"
"","504"
"Koiri/Kushwaha",""
"Female","2946"
"Male","3095"
"","6041"
"Kumal",""
"Female","1137"
"Male","1009"
"","2146"
"Kumhar",""
"Female","323"
"Male","319"
"","642"
"Kurmi",""
"Female","2854"
"Male","2835"
"","5689"
"Limbu",""
"Female","13"
"Male","9"
"","22"
"Lodh",""
"Female","14"
"Male","13"
"","27"
"Lohar",""
"Female","935"
"Male","919"
"","1854"
"Magar",""
"Female","11526"
"Male","9601"
"","21127"
"Majhi",""
"Female","41"
"Male","39"
"","80"
"Mali",""
"Female","197"
"Male","188"
"","385"
"Mallaha",""
"Female","1349"
"Male","1363"
"","2712"
"Marwadi",""
"Female","58"
"Male","69"
"","127"
"Musahar",""
"Female","1754"
"Male","1736"
"","3490"
"Musalman",""
"Female","11696"
"Male","10948"
"","22644"
"Natuwa",""
"Female","56"
"Male","48"
"","104"
"Newar",""
"Female","1853"
"Male","1600"
"","3453"
"Nuniya",""
"Female","27"
"Male","35"
"","62"
"Others",""
"Female","229"
"Male","172"
"","401"
"Pattharkatta/ Kushwadiya",""
"Female","92"
"Male","93"
"","185"
"Rai",""
"Female","140"
"Male","121"
"","261"
"Rajbansi",""
"Female","12"
"Male","15"
"","27"
"Rajbhar",""
"Female","2213"
"Male","2239"
"","4452"
"Rajdhob",""
"Female","4"
"Male","7"
"","11"
"Rajput",""
"Female","350"
"Male","345"
"","695"
"Sanyasi/Dasnami",""
"Female","1491"
"Male","1434"
"","2925"
"Sarki",""
"Female","794"
"Male","643"
"","1437"
"Satar/ Santhal",""
"Female","70"
"Male","74"
"","144"
"Sherpa",""
"Female","21"
"Male","16"
"","37"
"Sonar",""
"Female","236"
"Male","255"
"","491"
"Sudhi",""
"Female","15"
"Male","19"
"","34"
"Sunuwar",""
"Female","87"
"Male","60"
"","147"
"Tamang",""
"Female","921"
"Male","783"
"","1704"
"Teli",""
"Female","5479"
"Male","5511"
"","10990"
"Terai Others",""
"Female","2137"
"Male","2136"
"","4273"
"Thakali",""
"Female","58"
"Male","47"
"","105"
"Thakuri",""
"Female","1158"
"Male","935"
"","2093"
"Tharu",""
"Female","31636"
"Male","28666"
"","60302"
"Yadav",""
"Female","9466"
"Male","9565"
"","19031"
"Yakkha",""
"Female","177"
"Male","150"
"","327"
