"Population by Educational Attainment","Number"
"Beginners",""
"Female","678"
"Male","738"
"","1416"
"Graduate and Equivalent",""
"Female","7"
"Male","55"
"","62"
"Intermediate and Equivalent",""
"Female","88"
"Male","170"
"","258"
"Level not Stated",""
"Female","19"
"Male","13"
"","32"
"Lower Secondary (Class 6-8)",""
"Female","868"
"Male","1196"
"","2064"
"Non Formal Education",""
"Female","580"
"Male","437"
"","1017"
"Others",""
"Female","2"
"Male","1"
"","3"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","11"
"","14"
"Primary Education (1-5 Class)",""
"Female","4060"
"Male","4713"
"","8773"
"Secondary Level (Class 9-10)",""
"Female","256"
"Male","414"
"","670"
"SLC and Equivalent",""
"Female","243"
"Male","371"
"","614"
