"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","172"
"Male","177"
"Bangali",""
"Female","39"
"Male","56"
"Bantar/Sardar",""
"Female","8"
"Male","5"
"Baraee",""
"Female","198"
"Male","196"
"Bin",""
"Female","290"
"Male","303"
"Brahman - Hill",""
"Female","172"
"Male","154"
"Brahman - Tarai",""
"Female","36"
"Male","48"
"Chamar/ Harijan/ Ram",""
"Female","407"
"Male","423"
"Chhetri",""
"Female","184"
"Male","173"
"Damai/Dholi",""
"Female","60"
"Male","49"
"Danuwar",""
"Female","567"
"Male","542"
"Dhanuk",""
"Female","254"
"Male","298"
"Dhobi",""
"Female","16"
"Male","21"
"Dom",""
"Female","9"
"Male","15"
"Dusadh/ Pasawan/ Pasi",""
"Female","131"
"Male","150"
"Gharti/Bhujel",""
"Female","62"
"Male","47"
"Hajam/Thakur",""
"Female","145"
"Male","138"
"Halwai",""
"Female","124"
"Male","125"
"Kalwar",""
"Female","44"
"Male","55"
"Kami",""
"Female","110"
"Male","113"
"Kathabaniyan",""
"Female","21"
"Male","15"
"Kayastha",""
"Female","15"
"Male","18"
"Kewat",""
"Female","165"
"Male","172"
"Khatwe",""
"Female","119"
"Male","140"
"Koiri/Kushwaha",""
"Female","3262"
"Male","3651"
"Kumal",""
"Female","15"
"Male","14"
"Kumhar",""
"Female","4"
"Male","7"
"Kurmi",""
"Female","63"
"Male","65"
"Lohar",""
"Female","38"
"Male","57"
"Magar",""
"Female","380"
"Male","376"
"Majhi",""
"Female","30"
"Male","29"
"Mallaha",""
"Female","100"
"Male","115"
"Musahar",""
"Female","283"
"Male","306"
"Musalman",""
"Female","200"
"Male","218"
"Newar",""
"Female","195"
"Male","192"
"Nuniya",""
"Female","50"
"Male","48"
"Others",""
"Female","42"
"Male","36"
"Punjabi/Sikh",""
"Female","6"
"Male","8"
"Rajput",""
"Female","31"
"Male","32"
"Sonar",""
"Female","126"
"Male","147"
"Sudhi",""
"Female","286"
"Male","316"
"Sunuwar",""
"Female","32"
"Male","37"
"Tamang",""
"Female","530"
"Male","573"
"Tatma/Tatwa",""
"Female","130"
"Male","140"
"Teli",""
"Female","467"
"Male","510"
"Thakuri",""
"Female","17"
"Male","21"
"Tharu",""
"Female","22"
"Male","24"
"Undefined Others",""
"Female","16"
"Male","11"
"Yadav",""
"Female","708"
"Male","783"
