"Population by Educational Attainment","Number"
"Beginners",""
"Female","113"
"Male","131"
"Graduate and Equivalent",""
"Female","47"
"Male","138"
"Intermediate and Equivalent",""
"Female","176"
"Male","314"
"Level not Stated",""
"Female","67"
"Male","83"
"Lower Secondary (Class 6-8)",""
"Female","940"
"Male","1476"
"Non Formal Education",""
"Female","34"
"Male","52"
"Others",""
"Female","1"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","41"
"Primary Education (1-5 Class)",""
"Female","1987"
"Male","2601"
"Secondary Level (Class 9-10)",""
"Female","394"
"Male","789"
"SLC and Equivalent",""
"Female","363"
"Male","763"
