"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","49"
"Male","55"
"","104"
"Bangali",""
"Female","18"
"Male","17"
"","35"
"Baraee",""
"Female","1500"
"Male","1548"
"","3048"
"Bin",""
"Female","114"
"Male","118"
"","232"
"Brahman - Hill",""
"Female","163"
"Male","160"
"","323"
"Brahman - Tarai",""
"Female","149"
"Male","174"
"","323"
"Chamar/ Harijan/ Ram",""
"Female","1223"
"Male","1285"
"","2508"
"Chhetri",""
"Female","98"
"Male","117"
"","215"
"Damai/Dholi",""
"Female","8"
"Male","8"
"","16"
"Dhanuk",""
"Female","70"
"Male","66"
"","136"
"Dhobi",""
"Female","373"
"Male","391"
"","764"
"Dom",""
"Female","47"
"Male","44"
"","91"
"Dusadh/ Pasawan/ Pasi",""
"Female","472"
"Male","535"
"","1007"
"Hajam/Thakur",""
"Female","443"
"Male","449"
"","892"
"Halwai",""
"Female","52"
"Male","56"
"","108"
"Kahar",""
"Female","18"
"Male","20"
"","38"
"Kalwar",""
"Female","1957"
"Male","2124"
"","4081"
"Kami",""
"Female","9"
"Male","8"
"","17"
"Kanu",""
"Female","1854"
"Male","1904"
"","3758"
"Kathabaniyan",""
"Female","71"
"Male","84"
"","155"
"Kayastha",""
"Female","12"
"Male","14"
"","26"
"Kewat",""
"Female","195"
"Male","211"
"","406"
"Koiri/Kushwaha",""
"Female","2445"
"Male","2624"
"","5069"
"Kumal",""
"Female","155"
"Male","157"
"","312"
"Kumhar",""
"Female","273"
"Male","291"
"","564"
"Kurmi",""
"Female","829"
"Male","846"
"","1675"
"Lohar",""
"Female","228"
"Male","223"
"","451"
"Magar",""
"Female","13"
"Male","13"
"","26"
"Majhi",""
"Female","14"
"Male","9"
"","23"
"Mali",""
"Female","55"
"Male","58"
"","113"
"Mallaha",""
"Female","843"
"Male","876"
"","1719"
"Musahar",""
"Female","554"
"Male","589"
"","1143"
"Musalman",""
"Female","2141"
"Male","2107"
"","4248"
"Natuwa",""
"Female","29"
"Male","35"
"","64"
"Nuniya",""
"Female","574"
"Male","613"
"","1187"
"Others",""
"Female","35"
"Male","6"
"","41"
"Rai",""
"Female","36"
"Male","24"
"","60"
"Rajput",""
"Female","82"
"Male","97"
"","179"
"Sanyasi/Dasnami",""
"Female","278"
"Male","291"
"","569"
"Sonar",""
"Female","424"
"Male","405"
"","829"
"Sudhi",""
"Female","21"
"Male","12"
"","33"
"Tamang",""
"Female","13"
"Male","5"
"","18"
"Tatma/Tatwa",""
"Female","224"
"Male","271"
"","495"
"Teli",""
"Female","1353"
"Male","1426"
"","2779"
"Terai Others",""
"Female","36"
"Male","28"
"","64"
"Thakuri",""
"Female","14"
"Male","19"
"","33"
"Tharu",""
"Female","983"
"Male","983"
"","1966"
"Yadav",""
"Female","4956"
"Male","5399"
"","10355"
"Yakkha",""
"Female","15"
"Male","23"
"","38"
