"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","13"
"Male","12"
"","25"
"Badi",""
"Female","33"
"Male","32"
"","65"
"Bangali",""
"Female","29"
"Male","26"
"","55"
"Bantar/Sardar",""
"Female","119"
"Male","97"
"","216"
"Baraee",""
"Female","477"
"Male","455"
"","932"
"Bin",""
"Female","1221"
"Male","1061"
"","2282"
"Brahman - Hill",""
"Female","16"
"Male","5"
"","21"
"Brahman - Tarai",""
"Female","179"
"Male","182"
"","361"
"Chamar/ Harijan/ Ram",""
"Female","1155"
"Male","1090"
"","2245"
"Chhetri",""
"Female","54"
"Male","54"
"","108"
"Dhankar/ Dharikar",""
"Female","22"
"Male","23"
"","45"
"Dhanuk",""
"Female","554"
"Male","479"
"","1033"
"Dhobi",""
"Female","647"
"Male","628"
"","1275"
"Dhunia",""
"Female","33"
"Male","41"
"","74"
"Dom",""
"Female","62"
"Male","52"
"","114"
"Dusadh/ Pasawan/ Pasi",""
"Female","1467"
"Male","1352"
"","2819"
"Gaderi/Bhedihar",""
"Female","35"
"Male","25"
"","60"
"Hajam/Thakur",""
"Female","345"
"Male","377"
"","722"
"Halwai",""
"Female","340"
"Male","334"
"","674"
"Kalar",""
"Female","8"
"Male","12"
"","20"
"Kalwar",""
"Female","111"
"Male","96"
"","207"
"Kami",""
"Female","8"
"Male","8"
"","16"
"Kathabaniyan",""
"Female","129"
"Male","134"
"","263"
"Kayastha",""
"Female","15"
"Male","12"
"","27"
"Kewat",""
"Female","3962"
"Male","3763"
"","7725"
"Khatwe",""
"Female","447"
"Male","393"
"","840"
"Koiri/Kushwaha",""
"Female","84"
"Male","94"
"","178"
"Kumhar",""
"Female","63"
"Male","50"
"","113"
"Kurmi",""
"Female","65"
"Male","69"
"","134"
"Lohar",""
"Female","92"
"Male","102"
"","194"
"Mali",""
"Female","48"
"Male","49"
"","97"
"Mallaha",""
"Female","160"
"Male","155"
"","315"
"Musahar",""
"Female","885"
"Male","912"
"","1797"
"Musalman",""
"Female","1018"
"Male","838"
"","1856"
"Newar",""
"Female","11"
"Male","11"
"","22"
"Nuniya",""
"Female","72"
"Male","70"
"","142"
"Others",""
"Female","38"
"Male","16"
"","54"
"Punjabi/Sikh",""
"Female","7"
"Male","9"
"","16"
"Rajput",""
"Female","9"
"Male","7"
"","16"
"Raute",""
"Female","30"
"Male","26"
"","56"
"Sarbaria",""
"Female","8"
"Male","8"
"","16"
"Sonar",""
"Female","105"
"Male","112"
"","217"
"Sudhi",""
"Female","550"
"Male","496"
"","1046"
"Sunuwar",""
"Female","42"
"Male","49"
"","91"
"Tamang",""
"Female","24"
"Male","14"
"","38"
"Tatma/Tatwa",""
"Female","1103"
"Male","933"
"","2036"
"Teli",""
"Female","594"
"Male","610"
"","1204"
"Terai Others",""
"Female","295"
"Male","261"
"","556"
"Undefined Others",""
"Female","12"
"Male","11"
"","23"
"Yadav",""
"Female","7468"
"Male","7496"
"","14964"
"Yakkha",""
"Female","10"
"Male","7"
"","17"
