"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","36"
"Male","48"
"","84"
"Bantaba",""
"Female","17"
"Male","21"
"","38"
"Bantar/Sardar",""
"Female","48"
"Male","44"
"","92"
"Baraee",""
"Female","348"
"Male","362"
"","710"
"Bhote",""
"Female","10"
"Male","4"
"","14"
"Brahman - Hill",""
"Female","7415"
"Male","6428"
"","13843"
"Brahman - Tarai",""
"Female","170"
"Male","166"
"","336"
"Chamar/ Harijan/ Ram",""
"Female","25"
"Male","18"
"","43"
"Chamling",""
"Female","21"
"Male","19"
"","40"
"Chhetri",""
"Female","6711"
"Male","5668"
"","12379"
"Damai/Dholi",""
"Female","637"
"Male","578"
"","1215"
"Danuwar",""
"Female","59"
"Male","75"
"","134"
"Dhanuk",""
"Female","78"
"Male","70"
"","148"
"Dhimal",""
"Female","100"
"Male","87"
"","187"
"Dusadh/ Pasawan/ Pasi",""
"Female","17"
"Male","11"
"","28"
"Gangai",""
"Female","138"
"Male","131"
"","269"
"Gharti/Bhujel",""
"Female","347"
"Male","304"
"","651"
"Gurung",""
"Female","114"
"Male","106"
"","220"
"Hajam/Thakur",""
"Female","89"
"Male","89"
"","178"
"Halwai",""
"Female","65"
"Male","63"
"","128"
"Janajati Others",""
"Female","6"
"Male","6"
"","12"
"Jhangad/ Dhagar",""
"Female","19"
"Male","21"
"","40"
"Kalwar",""
"Female","15"
"Male","12"
"","27"
"Kami",""
"Female","585"
"Male","525"
"","1110"
"Kathabaniyan",""
"Female","28"
"Male","25"
"","53"
"Kayastha",""
"Female","26"
"Male","20"
"","46"
"Kewat",""
"Female","10"
"Male","18"
"","28"
"Khatwe",""
"Female","11"
"Male","12"
"","23"
"Khawas",""
"Female","14"
"Male","13"
"","27"
"Koiri/Kushwaha",""
"Female","102"
"Male","83"
"","185"
"Kumal",""
"Female","12"
"Male","14"
"","26"
"Kumhar",""
"Female","10"
"Male","8"
"","18"
"Kurmi",""
"Female","7"
"Male","7"
"","14"
"Limbu",""
"Female","771"
"Male","597"
"","1368"
"Lohar",""
"Female","15"
"Male","11"
"","26"
"Magar",""
"Female","309"
"Male","232"
"","541"
"Majhi",""
"Female","147"
"Male","134"
"","281"
"Mallaha",""
"Female","29"
"Male","28"
"","57"
"Musahar",""
"Female","426"
"Male","421"
"","847"
"Musalman",""
"Female","375"
"Male","363"
"","738"
"Newar",""
"Female","1006"
"Male","846"
"","1852"
"Nuniya",""
"Female","11"
"Male","6"
"","17"
"Others",""
"Female","47"
"Male","45"
"","92"
"Pattharkatta/ Kushwadiya",""
"Female","12"
"Male","14"
"","26"
"Punjabi/Sikh",""
"Female","14"
"Male","16"
"","30"
"Rai",""
"Female","570"
"Male","481"
"","1051"
"Rajbansi",""
"Female","1893"
"Male","1781"
"","3674"
"Rajput",""
"Female","19"
"Male","18"
"","37"
"Sanyasi/Dasnami",""
"Female","140"
"Male","114"
"","254"
"Sarbaria",""
"Female","66"
"Male","73"
"","139"
"Sarki",""
"Female","194"
"Male","171"
"","365"
"Satar/ Santhal",""
"Female","1420"
"Male","1364"
"","2784"
"Sonar",""
"Female","18"
"Male","10"
"","28"
"Sudhi",""
"Female","23"
"Male","26"
"","49"
"Sunuwar",""
"Female","34"
"Male","33"
"","67"
"Tajpuriya",""
"Female","1957"
"Male","1851"
"","3808"
"Tamang",""
"Female","522"
"Male","439"
"","961"
"Tatma/Tatwa",""
"Female","17"
"Male","24"
"","41"
"Teli",""
"Female","241"
"Male","278"
"","519"
"Terai Others",""
"Female","23"
"Male","17"
"","40"
"Thakuri",""
"Female","25"
"Male","29"
"","54"
"Tharu",""
"Female","311"
"Male","285"
"","596"
"Undefined Others",""
"Female","112"
"Male","102"
"","214"
"Yadav",""
"Female","48"
"Male","52"
"","100"
"Yakkha",""
"Female","12"
"Male","19"
"","31"
