"Population by Mother tongue","Number"
"Bangla",""
"Female","50"
"Male","55"
"","105"
"Bantawa",""
"Female","30"
"Male","29"
"","59"
"Bhojpuri",""
"Female","55"
"Male","39"
"","94"
"Bhujel",""
"Female","8"
"Male","6"
"","14"
"Chamling",""
"Female","23"
"Male","29"
"","52"
"Danuwar",""
"Female","25"
"Male","28"
"","53"
"Dhimal",""
"Female","94"
"Male","85"
"","179"
"Doteli",""
"Female","8"
"Male","4"
"","12"
"Ganagai",""
"Female","131"
"Male","127"
"","258"
"Gurung",""
"Female","43"
"Male","37"
"","80"
"Hindi",""
"Female","51"
"Male","53"
"","104"
"Limbu",""
"Female","639"
"Male","505"
"","1144"
"Magar",""
"Female","184"
"Male","149"
"","333"
"Maithili",""
"Female","1889"
"Male","1901"
"","3790"
"Majhi",""
"Female","32"
"Male","30"
"","62"
"Nepali",""
"Female","17629"
"Male","15239"
"","32868"
"Newar",""
"Female","390"
"Male","335"
"","725"
"Not Reported",""
"Female","362"
"Male","286"
"","648"
"Others",""
"Female","189"
"Male","131"
"","320"
"Rai",""
"Female","244"
"Male","214"
"","458"
"Rajbanshi",""
"Female","1920"
"Male","1803"
"","3723"
"Sampang",""
"Female","10"
"Male","6"
"","16"
"Santhali",""
"Female","1235"
"Male","1168"
"","2403"
"Sunuwar",""
"Female","25"
"Male","21"
"","46"
"Tajpuriya",""
"Female","1902"
"Male","1792"
"","3694"
"Tamang",""
"Female","431"
"Male","361"
"","792"
"Tharu",""
"Female","239"
"Male","230"
"","469"
"Uranw/Urau",""
"Female","17"
"Male","20"
"","37"
"Urdu",""
"Female","230"
"Male","237"
"","467"
"Yakkha",""
"Female","12"
"Male","16"
"","28"
