"Population by Educational Attainment","Number"
"Beginners",""
"Female","441"
"Male","598"
"","1039"
"Graduate and Equivalent",""
"Female","261"
"Male","554"
"","815"
"Intermediate and Equivalent",""
"Female","841"
"Male","1126"
"","1967"
"Level not Stated",""
"Female","94"
"Male","141"
"","235"
"Lower Secondary (Class 6-8)",""
"Female","3835"
"Male","3745"
"","7580"
"Non Formal Education",""
"Female","802"
"Male","893"
"","1695"
"Others",""
"Female","1"
"Male","2"
"","3"
"Post Graduate Equivalent and Above",""
"Female","37"
"Male","169"
"","206"
"Primary Education (1-5 Class)",""
"Female","5829"
"Male","6069"
"","11898"
"Secondary Level (Class 9-10)",""
"Female","2983"
"Male","2860"
"","5843"
"SLC and Equivalent",""
"Female","2259"
"Male","2263"
"","4522"
