"Population by Single Year of Age","Number"
"0",""
"Female","295"
"Male","317"
"1",""
"Female","203"
"Male","242"
"10",""
"Female","564"
"Male","666"
"11",""
"Female","333"
"Male","312"
"12",""
"Female","586"
"Male","579"
"13",""
"Female","384"
"Male","402"
"14",""
"Female","486"
"Male","406"
"15",""
"Female","501"
"Male","409"
"16",""
"Female","489"
"Male","400"
"17",""
"Female","305"
"Male","243"
"18",""
"Female","370"
"Male","373"
"19",""
"Female","206"
"Male","193"
"2",""
"Female","368"
"Male","339"
"20",""
"Female","488"
"Male","320"
"21",""
"Female","169"
"Male","151"
"22",""
"Female","367"
"Male","290"
"23",""
"Female","207"
"Male","139"
"24",""
"Female","248"
"Male","148"
"25",""
"Female","670"
"Male","436"
"26",""
"Female","205"
"Male","157"
"27",""
"Female","180"
"Male","153"
"28",""
"Female","350"
"Male","257"
"29",""
"Female","95"
"Male","82"
"3",""
"Female","368"
"Male","394"
"30",""
"Female","648"
"Male","530"
"31",""
"Female","68"
"Male","42"
"32",""
"Female","321"
"Male","167"
"33",""
"Female","154"
"Male","86"
"34",""
"Female","97"
"Male","64"
"35",""
"Female","713"
"Male","609"
"36",""
"Female","128"
"Male","115"
"37",""
"Female","75"
"Male","80"
"38",""
"Female","291"
"Male","160"
"39",""
"Female","68"
"Male","36"
"4",""
"Female","359"
"Male","394"
"40",""
"Female","648"
"Male","588"
"41",""
"Female","61"
"Male","66"
"42",""
"Female","193"
"Male","174"
"43",""
"Female","108"
"Male","54"
"44",""
"Female","81"
"Male","54"
"45",""
"Female","525"
"Male","603"
"46",""
"Female","71"
"Male","74"
"47",""
"Female","60"
"Male","67"
"48",""
"Female","154"
"Male","144"
"49",""
"Female","35"
"Male","45"
"5",""
"Female","494"
"Male","518"
"50",""
"Female","394"
"Male","447"
"51",""
"Female","40"
"Male","39"
"52",""
"Female","102"
"Male","100"
"53",""
"Female","72"
"Male","33"
"54",""
"Female","74"
"Male","37"
"55",""
"Female","346"
"Male","386"
"56",""
"Female","69"
"Male","93"
"57",""
"Female","44"
"Male","53"
"58",""
"Female","141"
"Male","134"
"59",""
"Female","72"
"Male","70"
"6",""
"Female","438"
"Male","437"
"60",""
"Female","384"
"Male","363"
"61",""
"Female","44"
"Male","37"
"62",""
"Female","111"
"Male","101"
"63",""
"Female","61"
"Male","36"
"64",""
"Female","39"
"Male","22"
"65",""
"Female","254"
"Male","248"
"66",""
"Female","35"
"Male","27"
"67",""
"Female","20"
"Male","26"
"68",""
"Female","56"
"Male","91"
"69",""
"Female","21"
"Male","25"
"7",""
"Female","475"
"Male","494"
"70",""
"Female","195"
"Male","215"
"71",""
"Female","22"
"Male","19"
"72",""
"Female","51"
"Male","37"
"73",""
"Female","14"
"Male","17"
"74",""
"Female","7"
"Male","10"
"75",""
"Female","98"
"Male","78"
"76",""
"Female","4"
"Male","7"
"77",""
"Female","4"
"Male","8"
"78",""
"Female","13"
"Male","19"
"79",""
"Female","8"
"Male","7"
"8",""
"Female","500"
"Male","576"
"80",""
"Female","31"
"Male","35"
"81",""
"Female","4"
"Male","2"
"82",""
"Female","5"
"Male","1"
"83",""
"Female","2"
"Male","2"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","33"
"Male","25"
"9",""
"Female","365"
"Male","349"
