"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","7"
"Male","7"
"Bantar/Sardar",""
"Female","1238"
"Male","1093"
"Baraee",""
"Female","10"
"Male","12"
"Brahman - Hill",""
"Female","27"
"Male","15"
"Brahman - Tarai",""
"Female","9"
"Male","13"
"Chamar/ Harijan/ Ram",""
"Female","779"
"Male","666"
"Chhetri",""
"Female","33"
"Male","40"
"Damai/Dholi",""
"Female","21"
"Male","20"
"Danuwar",""
"Female","11"
"Male","8"
"Dhanuk",""
"Female","391"
"Male","361"
"Dom",""
"Female","64"
"Male","52"
"Dusadh/ Pasawan/ Pasi",""
"Female","299"
"Male","290"
"Gaderi/Bhedihar",""
"Female","159"
"Male","158"
"Hajam/Thakur",""
"Female","259"
"Male","212"
"Halwai",""
"Female","323"
"Male","288"
"Kalwar",""
"Female","546"
"Male","506"
"Kami",""
"Female","202"
"Male","170"
"Kathabaniyan",""
"Female","68"
"Male","62"
"Kayastha",""
"Female","38"
"Male","35"
"Khatwe",""
"Female","1292"
"Male","1193"
"Koiri/Kushwaha",""
"Female","7"
"Male","6"
"Kumal",""
"Female","95"
"Male","77"
"Kumhar",""
"Female","41"
"Male","23"
"Lhomi",""
"Female","66"
"Male","46"
"Limbu",""
"Female","11"
"Male","7"
"Lohar",""
"Female","14"
"Male","13"
"Magar",""
"Female","83"
"Male","92"
"Mali",""
"Female","14"
"Male","6"
"Mallaha",""
"Female","158"
"Male","154"
"Mewahang Bala",""
"Female","7"
"Male","8"
"Musahar",""
"Female","1858"
"Male","1793"
"Musalman",""
"Female","1089"
"Male","1008"
"Others",""
"Female","41"
"Male","41"
"Rai",""
"Female","54"
"Male","73"
"Rajbansi",""
"Female","36"
"Male","26"
"Rajdhob",""
"Female","110"
"Male","116"
"Rajput",""
"Female","23"
"Male","25"
"Sarki",""
"Female","9"
"Male","4"
"Sonar",""
"Female","45"
"Male","32"
"Sudhi",""
"Female","33"
"Male","36"
"Tamang",""
"Female","47"
"Male","47"
"Tatma/Tatwa",""
"Female","483"
"Male","456"
"Teli",""
"Female","1456"
"Male","1327"
"Terai Others",""
"Female","31"
"Male","28"
"Tharu",""
"Female","6262"
"Male","5465"
"Undefined Others",""
"Female","13"
"Male","14"
"Yadav",""
"Female","575"
"Male","652"
