"Population by Educational Attainment","Number"
"Beginners",""
"Female","502"
"Male","587"
"","1089"
"Graduate and Equivalent",""
"Female","38"
"Male","134"
"","172"
"Intermediate and Equivalent",""
"Female","273"
"Male","379"
"","652"
"Level not Stated",""
"Female","60"
"Male","36"
"","96"
"Lower Secondary (Class 6-8)",""
"Female","3254"
"Male","3178"
"","6432"
"Non Formal Education",""
"Female","711"
"Male","399"
"","1110"
"Others",""
"Female","11"
"Male","19"
"","30"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","20"
"","23"
"Primary Education (1-5 Class)",""
"Female","6379"
"Male","6687"
"","13066"
"Secondary Level (Class 9-10)",""
"Female","1253"
"Male","1361"
"","2614"
"SLC and Equivalent",""
"Female","638"
"Male","745"
"","1383"
