"Population by Caste Ethinicity","Number"
"Badi",""
"Female","58"
"Male","49"
"","107"
"Brahman - Hill",""
"Female","1340"
"Male","1305"
"","2645"
"Brahman - Tarai",""
"Female","11"
"Male","12"
"","23"
"Chhetri",""
"Female","8527"
"Male","6843"
"","15370"
"Dalit Others",""
"Female","68"
"Male","71"
"","139"
"Damai/Dholi",""
"Female","619"
"Male","581"
"","1200"
"Gharti/Bhujel",""
"Female","732"
"Male","633"
"","1365"
"Gurung",""
"Female","4"
"Male","10"
"","14"
"Hajam/Thakur",""
"Female","4"
"Male","19"
"","23"
"Halwai",""
"Female","5"
"Male","10"
"","15"
"Hayu",""
"Female","18"
"Male","13"
"","31"
"Hyolmo",""
"Female","202"
"Male","169"
"","371"
"Kami",""
"Female","612"
"Male","569"
"","1181"
"Kathabaniyan",""
"Female","5"
"Male","14"
"","19"
"Kumal",""
"Female","7"
"Male","5"
"","12"
"Magar",""
"Female","2239"
"Male","1878"
"","4117"
"Majhi",""
"Female","1809"
"Male","1632"
"","3441"
"Musalman",""
"Female","6"
"Male","11"
"","17"
"Newar",""
"Female","3202"
"Male","2662"
"","5864"
"Others",""
"Female","32"
"Male","38"
"","70"
"Pahari",""
"Female","155"
"Male","119"
"","274"
"Rai",""
"Female","12"
"Male","9"
"","21"
"Rajput",""
"Female","5"
"Male","6"
"","11"
"Sanyasi/Dasnami",""
"Female","698"
"Male","525"
"","1223"
"Sarki",""
"Female","1569"
"Male","1393"
"","2962"
"Sherpa",""
"Female","9"
"Male","23"
"","32"
"Sonar",""
"Female","3"
"Male","9"
"","12"
"Sunuwar",""
"Female","24"
"Male","25"
"","49"
"Tamang",""
"Female","2621"
"Male","2003"
"","4624"
"Teli",""
"Female","13"
"Male","27"
"","40"
"Terai Others",""
"Female","20"
"Male","13"
"","33"
"Thakuri",""
"Female","7"
"Male","7"
"","14"
"Tharu",""
"Female","10"
"Male","28"
"","38"
"Undefined Others",""
"Female","5"
"Male","14"
"","19"
"Yadav",""
"Female","15"
"Male","25"
"","40"
