"Population by Educational Attainment","Number"
"Beginners",""
"Female","262"
"Male","315"
"","577"
"Graduate and Equivalent",""
"Female","166"
"Male","355"
"","521"
"Intermediate and Equivalent",""
"Female","710"
"Male","746"
"","1456"
"Level not Stated",""
"Female","84"
"Male","97"
"","181"
"Lower Secondary (Class 6-8)",""
"Female","2919"
"Male","3129"
"","6048"
"Non Formal Education",""
"Female","924"
"Male","1053"
"","1977"
"Others",""
"Female","6"
"Male","11"
"","17"
"Post Graduate Equivalent and Above",""
"Female","13"
"Male","134"
"","147"
"Primary Education (1-5 Class)",""
"Female","5130"
"Male","5839"
"","10969"
"Secondary Level (Class 9-10)",""
"Female","1476"
"Male","1483"
"","2959"
"SLC and Equivalent",""
"Female","1083"
"Male","1384"
"","2467"
