"Population by Educational Attainment","Number"
"Beginners",""
"Female","679"
"Male","729"
"Graduate and Equivalent",""
"Female","234"
"Male","455"
"Intermediate and Equivalent",""
"Female","1089"
"Male","966"
"Level not Stated",""
"Female","45"
"Male","44"
"Lower Secondary (Class 6-8)",""
"Female","4328"
"Male","3574"
"Non Formal Education",""
"Female","1492"
"Male","1068"
"Others",""
"Female","15"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","49"
"Male","204"
"Primary Education (1-5 Class)",""
"Female","6150"
"Male","6293"
"Secondary Level (Class 9-10)",""
"Female","1644"
"Male","1488"
"SLC and Equivalent",""
"Female","2125"
"Male","2038"
