"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","36"
"Male","40"
"Bangali",""
"Female","5"
"Male","9"
"Brahman - Hill",""
"Female","3404"
"Male","2897"
"Brahman - Tarai",""
"Female","3"
"Male","15"
"Brahmu/ Baramo",""
"Female","82"
"Male","70"
"Chamar/ Harijan/ Ram",""
"Female","6"
"Male","16"
"Chhetri",""
"Female","5861"
"Male","4519"
"Dalit Others",""
"Female","17"
"Male","17"
"Damai/Dholi",""
"Female","750"
"Male","584"
"Darai",""
"Female","171"
"Male","131"
"Foreigner",""
"Female","4"
"Male","7"
"Gaine",""
"Female","54"
"Male","30"
"Ghale",""
"Female","132"
"Male","120"
"Gharti/Bhujel",""
"Female","218"
"Male","185"
"Gurung",""
"Female","1906"
"Male","1421"
"Hajam/Thakur",""
"Female","4"
"Male","18"
"Kalwar",""
"Female","7"
"Male","10"
"Kami",""
"Female","1559"
"Male","1298"
"Kanu",""
"Female","2"
"Male","18"
"Kathabaniyan",""
"Female","13"
"Male","10"
"Koiri/Kushwaha",""
"Female","14"
"Male","15"
"Kumal",""
"Female","1279"
"Male","1037"
"Kurmi",""
"Female","0"
"Male","13"
"Limbu",""
"Female","17"
"Male","9"
"Magar",""
"Female","4362"
"Male","3275"
"Majhi",""
"Female","13"
"Male","13"
"Musalman",""
"Female","883"
"Male","680"
"Newar",""
"Female","2375"
"Male","1979"
"Nuniya",""
"Female","11"
"Male","87"
"Others",""
"Female","50"
"Male","61"
"Rai",""
"Female","27"
"Male","38"
"Sanyasi/Dasnami",""
"Female","376"
"Male","303"
"Sarki",""
"Female","2769"
"Male","2197"
"Sunuwar",""
"Female","8"
"Male","16"
"Tamang",""
"Female","635"
"Male","541"
"Teli",""
"Female","13"
"Male","39"
"Terai Others",""
"Female","6"
"Male","6"
"Thakali",""
"Female","9"
"Male","5"
"Thakuri",""
"Female","176"
"Male","146"
"Tharu",""
"Female","43"
"Male","70"
"Undefined Others",""
"Female","13"
"Male","14"
