"Population by Single Year of Age","Number"
"0",""
"Female","388"
"Male","431"
"1",""
"Female","359"
"Male","441"
"10",""
"Female","618"
"Male","677"
"11",""
"Female","619"
"Male","621"
"12",""
"Female","691"
"Male","747"
"13",""
"Female","674"
"Male","682"
"14",""
"Female","716"
"Male","695"
"15",""
"Female","663"
"Male","678"
"16",""
"Female","689"
"Male","630"
"17",""
"Female","616"
"Male","566"
"18",""
"Female","739"
"Male","553"
"19",""
"Female","556"
"Male","361"
"2",""
"Female","388"
"Male","433"
"20",""
"Female","624"
"Male","394"
"21",""
"Female","541"
"Male","311"
"22",""
"Female","624"
"Male","317"
"23",""
"Female","470"
"Male","305"
"24",""
"Female","536"
"Male","282"
"25",""
"Female","632"
"Male","369"
"26",""
"Female","490"
"Male","271"
"27",""
"Female","453"
"Male","327"
"28",""
"Female","502"
"Male","317"
"29",""
"Female","305"
"Male","209"
"3",""
"Female","390"
"Male","406"
"30",""
"Female","701"
"Male","327"
"31",""
"Female","289"
"Male","179"
"32",""
"Female","405"
"Male","256"
"33",""
"Female","250"
"Male","178"
"34",""
"Female","274"
"Male","196"
"35",""
"Female","681"
"Male","361"
"36",""
"Female","312"
"Male","189"
"37",""
"Female","235"
"Male","202"
"38",""
"Female","334"
"Male","223"
"39",""
"Female","212"
"Male","147"
"4",""
"Female","480"
"Male","482"
"40",""
"Female","673"
"Male","426"
"41",""
"Female","165"
"Male","166"
"42",""
"Female","332"
"Male","248"
"43",""
"Female","214"
"Male","166"
"44",""
"Female","175"
"Male","158"
"45",""
"Female","497"
"Male","353"
"46",""
"Female","192"
"Male","164"
"47",""
"Female","164"
"Male","159"
"48",""
"Female","237"
"Male","213"
"49",""
"Female","159"
"Male","138"
"5",""
"Female","491"
"Male","511"
"50",""
"Female","513"
"Male","414"
"51",""
"Female","141"
"Male","159"
"52",""
"Female","247"
"Male","234"
"53",""
"Female","146"
"Male","167"
"54",""
"Female","143"
"Male","146"
"55",""
"Female","345"
"Male","303"
"56",""
"Female","147"
"Male","165"
"57",""
"Female","143"
"Male","132"
"58",""
"Female","160"
"Male","170"
"59",""
"Female","113"
"Male","107"
"6",""
"Female","468"
"Male","549"
"60",""
"Female","356"
"Male","307"
"61",""
"Female","126"
"Male","118"
"62",""
"Female","153"
"Male","115"
"63",""
"Female","106"
"Male","89"
"64",""
"Female","86"
"Male","86"
"65",""
"Female","275"
"Male","204"
"66",""
"Female","74"
"Male","78"
"67",""
"Female","110"
"Male","93"
"68",""
"Female","111"
"Male","146"
"69",""
"Female","43"
"Male","69"
"7",""
"Female","513"
"Male","574"
"70",""
"Female","203"
"Male","161"
"71",""
"Female","53"
"Male","65"
"72",""
"Female","93"
"Male","79"
"73",""
"Female","56"
"Male","49"
"74",""
"Female","43"
"Male","48"
"75",""
"Female","142"
"Male","116"
"76",""
"Female","59"
"Male","57"
"77",""
"Female","51"
"Male","61"
"78",""
"Female","65"
"Male","93"
"79",""
"Female","38"
"Male","37"
"8",""
"Female","597"
"Male","643"
"80",""
"Female","93"
"Male","70"
"81",""
"Female","19"
"Male","22"
"82",""
"Female","23"
"Male","37"
"83",""
"Female","28"
"Male","31"
"84",""
"Female","20"
"Male","39"
"85",""
"Female","142"
"Male","141"
"9",""
"Female","524"
"Male","522"
