"Population by Single Year of Age","Number"
"0",""
"Female","158"
"Male","161"
"1",""
"Female","190"
"Male","250"
"10",""
"Female","436"
"Male","522"
"11",""
"Female","147"
"Male","151"
"12",""
"Female","363"
"Male","408"
"13",""
"Female","208"
"Male","214"
"14",""
"Female","277"
"Male","271"
"15",""
"Female","274"
"Male","289"
"16",""
"Female","253"
"Male","344"
"17",""
"Female","141"
"Male","237"
"18",""
"Female","226"
"Male","312"
"19",""
"Female","95"
"Male","113"
"2",""
"Female","276"
"Male","309"
"20",""
"Female","281"
"Male","337"
"21",""
"Female","88"
"Male","77"
"22",""
"Female","218"
"Male","229"
"23",""
"Female","140"
"Male","127"
"24",""
"Female","139"
"Male","133"
"25",""
"Female","331"
"Male","359"
"26",""
"Female","162"
"Male","130"
"27",""
"Female","91"
"Male","129"
"28",""
"Female","295"
"Male","256"
"29",""
"Female","44"
"Male","56"
"3",""
"Female","355"
"Male","398"
"30",""
"Female","376"
"Male","402"
"31",""
"Female","46"
"Male","41"
"32",""
"Female","193"
"Male","198"
"33",""
"Female","136"
"Male","75"
"34",""
"Female","76"
"Male","80"
"35",""
"Female","331"
"Male","412"
"36",""
"Female","69"
"Male","104"
"37",""
"Female","41"
"Male","58"
"38",""
"Female","232"
"Male","132"
"39",""
"Female","20"
"Male","36"
"4",""
"Female","316"
"Male","369"
"40",""
"Female","276"
"Male","369"
"41",""
"Female","32"
"Male","25"
"42",""
"Female","105"
"Male","125"
"43",""
"Female","73"
"Male","49"
"44",""
"Female","36"
"Male","36"
"45",""
"Female","222"
"Male","284"
"46",""
"Female","48"
"Male","47"
"47",""
"Female","22"
"Male","27"
"48",""
"Female","127"
"Male","90"
"49",""
"Female","10"
"Male","10"
"5",""
"Female","398"
"Male","412"
"50",""
"Female","182"
"Male","248"
"51",""
"Female","11"
"Male","13"
"52",""
"Female","48"
"Male","61"
"53",""
"Female","50"
"Male","16"
"54",""
"Female","21"
"Male","18"
"55",""
"Female","178"
"Male","186"
"56",""
"Female","39"
"Male","25"
"57",""
"Female","20"
"Male","18"
"58",""
"Female","102"
"Male","63"
"59",""
"Female","15"
"Male","13"
"6",""
"Female","407"
"Male","381"
"60",""
"Female","159"
"Male","246"
"61",""
"Female","10"
"Male","13"
"62",""
"Female","46"
"Male","50"
"63",""
"Female","22"
"Male","12"
"64",""
"Female","14"
"Male","10"
"65",""
"Female","123"
"Male","120"
"66",""
"Female","12"
"Male","15"
"67",""
"Female","7"
"Male","14"
"68",""
"Female","38"
"Male","39"
"69",""
"Female","8"
"Male","11"
"7",""
"Female","287"
"Male","315"
"70",""
"Female","68"
"Male","93"
"71",""
"Female","5"
"Male","3"
"72",""
"Female","15"
"Male","15"
"73",""
"Female","5"
"Male","1"
"74",""
"Female","1"
"Male","0"
"75",""
"Female","25"
"Male","26"
"76",""
"Female","0"
"Male","6"
"77",""
"Female","2"
"Male","3"
"78",""
"Female","5"
"Male","1"
"79",""
"Female","2"
"Male","0"
"8",""
"Female","380"
"Male","453"
"80",""
"Female","9"
"Male","21"
"81",""
"Female","0"
"Male","3"
"82",""
"Female","0"
"Male","2"
"84",""
"Female","1"
"Male","1"
"85",""
"Female","13"
"Male","11"
"9",""
"Female","170"
"Male","195"
