"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","28"
"Male","34"
"Baraee",""
"Female","61"
"Male","72"
"Bin",""
"Female","30"
"Male","27"
"Brahman - Hill",""
"Female","107"
"Male","96"
"Brahman - Tarai",""
"Female","30"
"Male","35"
"Chamar/ Harijan/ Ram",""
"Female","851"
"Male","903"
"Chhetri",""
"Female","24"
"Male","25"
"Dhanuk",""
"Female","1420"
"Male","1568"
"Dhobi",""
"Female","65"
"Male","75"
"Dom",""
"Female","28"
"Male","28"
"Dusadh/ Pasawan/ Pasi",""
"Female","168"
"Male","196"
"Gaderi/Bhedihar",""
"Female","60"
"Male","69"
"Hajam/Thakur",""
"Female","93"
"Male","113"
"Kalwar",""
"Female","74"
"Male","70"
"Kanu",""
"Female","1150"
"Male","1336"
"Kathabaniyan",""
"Female","260"
"Male","300"
"Kayastha",""
"Female","16"
"Male","13"
"Koche",""
"Female","15"
"Male","18"
"Koiri/Kushwaha",""
"Female","635"
"Male","657"
"Kumhar",""
"Female","19"
"Male","24"
"Kurmi",""
"Female","1355"
"Male","1466"
"Lohar",""
"Female","82"
"Male","83"
"Mali",""
"Female","8"
"Male","12"
"Mallaha",""
"Female","131"
"Male","136"
"Musahar",""
"Female","55"
"Male","52"
"Musalman",""
"Female","1193"
"Male","1341"
"Newar",""
"Female","17"
"Male","16"
"Nuniya",""
"Female","95"
"Male","99"
"Others",""
"Female","21"
"Male","7"
"Pahari",""
"Female","15"
"Male","11"
"Rai",""
"Female","8"
"Male","9"
"Rajbhar",""
"Female","39"
"Male","45"
"Rajput",""
"Female","75"
"Male","82"
"Sanyasi/Dasnami",""
"Female","27"
"Male","32"
"Sarki",""
"Female","58"
"Male","62"
"Sonar",""
"Female","510"
"Male","591"
"Tatma/Tatwa",""
"Female","181"
"Male","193"
"Teli",""
"Female","438"
"Male","496"
"Terai Others",""
"Female","8"
"Male","5"
"Tharu",""
"Female","34"
"Male","31"
"Undefined Others",""
"Female","35"
"Male","34"
"Yadav",""
"Female","1287"
"Male","1383"
"Yakkha",""
"Female","67"
"Male","69"
