"Population by Educational Attainment","Number"
"Beginners",""
"Female","2393"
"Male","2708"
"Graduate and Equivalent",""
"Female","1294"
"Male","2228"
"Intermediate and Equivalent",""
"Female","5362"
"Male","5082"
"Level not Stated",""
"Female","301"
"Male","254"
"Lower Secondary (Class 6-8)",""
"Female","26679"
"Male","21258"
"Non Formal Education",""
"Female","6726"
"Male","5751"
"Others",""
"Female","63"
"Male","62"
"Post Graduate Equivalent and Above",""
"Female","165"
"Male","928"
"Primary Education (1-5 Class)",""
"Female","36415"
"Male","34453"
"Secondary Level (Class 9-10)",""
"Female","16722"
"Male","14322"
"SLC and Equivalent",""
"Female","10392"
"Male","10695"
