"Population by Single Year of Age","Number"
"0",""
"Female","230"
"Male","200"
"1",""
"Female","226"
"Male","233"
"10",""
"Female","229"
"Male","252"
"11",""
"Female","178"
"Male","188"
"12",""
"Female","250"
"Male","261"
"13",""
"Female","165"
"Male","197"
"14",""
"Female","212"
"Male","231"
"15",""
"Female","165"
"Male","201"
"16",""
"Female","202"
"Male","228"
"17",""
"Female","96"
"Male","110"
"18",""
"Female","256"
"Male","213"
"19",""
"Female","103"
"Male","102"
"2",""
"Female","243"
"Male","247"
"20",""
"Female","226"
"Male","149"
"21",""
"Female","116"
"Male","130"
"22",""
"Female","163"
"Male","154"
"23",""
"Female","108"
"Male","87"
"24",""
"Female","123"
"Male","80"
"25",""
"Female","162"
"Male","134"
"26",""
"Female","109"
"Male","122"
"27",""
"Female","76"
"Male","75"
"28",""
"Female","139"
"Male","137"
"29",""
"Female","46"
"Male","60"
"3",""
"Female","298"
"Male","245"
"30",""
"Female","207"
"Male","128"
"31",""
"Female","40"
"Male","51"
"32",""
"Female","95"
"Male","97"
"33",""
"Female","44"
"Male","46"
"34",""
"Female","41"
"Male","41"
"35",""
"Female","184"
"Male","145"
"36",""
"Female","72"
"Male","68"
"37",""
"Female","37"
"Male","33"
"38",""
"Female","70"
"Male","78"
"39",""
"Female","32"
"Male","52"
"4",""
"Female","297"
"Male","298"
"40",""
"Female","194"
"Male","141"
"41",""
"Female","40"
"Male","53"
"42",""
"Female","47"
"Male","71"
"43",""
"Female","28"
"Male","49"
"44",""
"Female","32"
"Male","43"
"45",""
"Female","122"
"Male","137"
"46",""
"Female","45"
"Male","53"
"47",""
"Female","25"
"Male","22"
"48",""
"Female","50"
"Male","67"
"49",""
"Female","28"
"Male","25"
"5",""
"Female","243"
"Male","263"
"50",""
"Female","121"
"Male","115"
"51",""
"Female","16"
"Male","40"
"52",""
"Female","48"
"Male","55"
"53",""
"Female","25"
"Male","36"
"54",""
"Female","16"
"Male","29"
"55",""
"Female","80"
"Male","67"
"56",""
"Female","29"
"Male","44"
"57",""
"Female","17"
"Male","19"
"58",""
"Female","42"
"Male","37"
"59",""
"Female","29"
"Male","32"
"6",""
"Female","236"
"Male","278"
"60",""
"Female","132"
"Male","95"
"61",""
"Female","50"
"Male","42"
"62",""
"Female","39"
"Male","40"
"63",""
"Female","19"
"Male","26"
"64",""
"Female","12"
"Male","22"
"65",""
"Female","90"
"Male","56"
"66",""
"Female","17"
"Male","28"
"67",""
"Female","10"
"Male","18"
"68",""
"Female","5"
"Male","26"
"69",""
"Female","4"
"Male","5"
"7",""
"Female","232"
"Male","184"
"70",""
"Female","36"
"Male","35"
"71",""
"Female","5"
"Male","8"
"72",""
"Female","1"
"Male","12"
"73",""
"Female","3"
"Male","9"
"74",""
"Female","4"
"Male","4"
"75",""
"Female","17"
"Male","10"
"76",""
"Female","3"
"Male","6"
"77",""
"Female","1"
"Male","4"
"78",""
"Female","6"
"Male","9"
"79",""
"Female","3"
"Male","1"
"8",""
"Female","235"
"Male","252"
"80",""
"Female","8"
"Male","8"
"81",""
"Female","1"
"Male","4"
"82",""
"Female","2"
"Male","1"
"83",""
"Female","1"
"Male","0"
"84",""
"Female","2"
"Male","2"
"85",""
"Female","6"
"Male","2"
"9",""
"Female","215"
"Male","196"
