"Population by Educational Attainment","Number"
"Beginners",""
"Female","246"
"Male","251"
"Graduate and Equivalent",""
"Female","6"
"Male","47"
"Intermediate and Equivalent",""
"Female","79"
"Male","231"
"Level not Stated",""
"Female","5"
"Male","6"
"Lower Secondary (Class 6-8)",""
"Female","584"
"Male","1123"
"Non Formal Education",""
"Female","187"
"Male","166"
"Others",""
"Female","2"
"Male","9"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","5"
"Primary Education (1-5 Class)",""
"Female","1891"
"Male","2269"
"Secondary Level (Class 9-10)",""
"Female","207"
"Male","483"
"SLC and Equivalent",""
"Female","124"
"Male","362"
