"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","12"
"Male","16"
"","28"
"Badi",""
"Female","55"
"Male","52"
"","107"
"Baraee",""
"Female","8"
"Male","9"
"","17"
"Bhote",""
"Female","5"
"Male","6"
"","11"
"Bin",""
"Female","61"
"Male","52"
"","113"
"Bote",""
"Female","6"
"Male","7"
"","13"
"Brahman - Hill",""
"Female","7947"
"Male","6529"
"","14476"
"Brahman - Tarai",""
"Female","9"
"Male","11"
"","20"
"Chamar/ Harijan/ Ram",""
"Female","496"
"Male","496"
"","992"
"Chhantyal/Chhantel",""
"Female","25"
"Male","14"
"","39"
"Chhetri",""
"Female","3038"
"Male","2417"
"","5455"
"Dalit Others",""
"Female","354"
"Male","278"
"","632"
"Damai/Dholi",""
"Female","786"
"Male","646"
"","1432"
"Darai",""
"Female","44"
"Male","31"
"","75"
"Dhankar/ Dharikar",""
"Female","22"
"Male","20"
"","42"
"Dhobi",""
"Female","32"
"Male","29"
"","61"
"Dom",""
"Female","8"
"Male","11"
"","19"
"Dusadh/ Pasawan/ Pasi",""
"Female","90"
"Male","86"
"","176"
"Gaine",""
"Female","5"
"Male","6"
"","11"
"Ghale",""
"Female","18"
"Male","17"
"","35"
"Gharti/Bhujel",""
"Female","34"
"Male","27"
"","61"
"Gurung",""
"Female","1435"
"Male","1194"
"","2629"
"Hajam/Thakur",""
"Female","55"
"Male","67"
"","122"
"Halwai",""
"Female","8"
"Male","9"
"","17"
"Kahar",""
"Female","119"
"Male","131"
"","250"
"Kalwar",""
"Female","24"
"Male","34"
"","58"
"Kami",""
"Female","2588"
"Male","1971"
"","4559"
"Kathabaniyan",""
"Female","76"
"Male","77"
"","153"
"Kewat",""
"Female","72"
"Male","77"
"","149"
"Koiri/Kushwaha",""
"Female","24"
"Male","28"
"","52"
"Kumal",""
"Female","408"
"Male","349"
"","757"
"Kurmi",""
"Female","32"
"Male","28"
"","60"
"Lohar",""
"Female","11"
"Male","15"
"","26"
"Magar",""
"Female","5170"
"Male","4338"
"","9508"
"Majhi",""
"Female","14"
"Male","19"
"","33"
"Mallaha",""
"Female","41"
"Male","35"
"","76"
"Musahar",""
"Female","490"
"Male","475"
"","965"
"Musalman",""
"Female","561"
"Male","581"
"","1142"
"Newar",""
"Female","701"
"Male","600"
"","1301"
"Others",""
"Female","36"
"Male","41"
"","77"
"Pattharkatta/ Kushwadiya",""
"Female","16"
"Male","18"
"","34"
"Rai",""
"Female","34"
"Male","20"
"","54"
"Rajbhar",""
"Female","10"
"Male","8"
"","18"
"Rajput",""
"Female","9"
"Male","12"
"","21"
"Sanyasi/Dasnami",""
"Female","328"
"Male","281"
"","609"
"Sarki",""
"Female","325"
"Male","256"
"","581"
"Sunuwar",""
"Female","30"
"Male","24"
"","54"
"Tamang",""
"Female","422"
"Male","342"
"","764"
"Teli",""
"Female","71"
"Male","88"
"","159"
"Terai Others",""
"Female","76"
"Male","68"
"","144"
"Thakali",""
"Female","8"
"Male","9"
"","17"
"Thakuri",""
"Female","460"
"Male","391"
"","851"
"Tharu",""
"Female","6421"
"Male","5587"
"","12008"
"Yadav",""
"Female","205"
"Male","204"
"","409"
