"Population by Educational Attainment","Number"
"Beginners",""
"Female","950"
"Male","1092"
"","2042"
"Graduate and Equivalent",""
"Female","313"
"Male","465"
"","778"
"Intermediate and Equivalent",""
"Female","1141"
"Male","1108"
"","2249"
"Level not Stated",""
"Female","83"
"Male","81"
"","164"
"Lower Secondary (Class 6-8)",""
"Female","5198"
"Male","4823"
"","10021"
"Non Formal Education",""
"Female","667"
"Male","404"
"","1071"
"Others",""
"Female","12"
"Male","16"
"","28"
"Post Graduate Equivalent and Above",""
"Female","53"
"Male","179"
"","232"
"Primary Education (1-5 Class)",""
"Female","7974"
"Male","8473"
"","16447"
"Secondary Level (Class 9-10)",""
"Female","3273"
"Male","2956"
"","6229"
"SLC and Equivalent",""
"Female","1769"
"Male","1852"
"","3621"
