"Population by disability type","Number"
"Blind/low vision",""
"Female","50"
"Male","41"
"","91"
"Deaf/hard of hearing",""
"Female","26"
"Male","37"
"","63"
"Deaf-Blind",""
"Female","2"
"Male","8"
"","10"
"Intellectual disable",""
"Female","18"
"Male","12"
"","30"
"Mental disable",""
"Female","33"
"Male","36"
"","69"
"Multiple disable",""
"Female","14"
"Male","35"
"","49"
"No disability",""
"Female","12365"
"Male","8497"
"","20862"
"Physical",""
"Female","87"
"Male","130"
"","217"
"Speech problem",""
"Female","40"
"Male","50"
"","90"
