"Population by Educational Attainment","Number"
"Beginners",""
"Female","416"
"Male","489"
"","905"
"Graduate and Equivalent",""
"Female","42"
"Male","93"
"","135"
"Intermediate and Equivalent",""
"Female","199"
"Male","220"
"","419"
"Level not Stated",""
"Female","6"
"Male","4"
"","10"
"Lower Secondary (Class 6-8)",""
"Female","1943"
"Male","1257"
"","3200"
"Non Formal Education",""
"Female","571"
"Male","523"
"","1094"
"Others",""
"Female","5"
"Male","4"
"","9"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","36"
"","40"
"Primary Education (1-5 Class)",""
"Female","3010"
"Male","2593"
"","5603"
"Secondary Level (Class 9-10)",""
"Female","997"
"Male","729"
"","1726"
"SLC and Equivalent",""
"Female","902"
"Male","694"
"","1596"
