"Population by Educational Attainment","Number"
"Beginners",""
"Female","866"
"Male","1036"
"","1902"
"Graduate and Equivalent",""
"Female","508"
"Male","1089"
"","1597"
"Intermediate and Equivalent",""
"Female","1419"
"Male","1792"
"","3211"
"Level not Stated",""
"Female","68"
"Male","65"
"","133"
"Lower Secondary (Class 6-8)",""
"Female","5164"
"Male","5131"
"","10295"
"Non Formal Education",""
"Female","639"
"Male","689"
"","1328"
"Others",""
"Female","1"
"Male","3"
"","4"
"Post Graduate Equivalent and Above",""
"Female","87"
"Male","323"
"","410"
"Primary Education (1-5 Class)",""
"Female","6893"
"Male","7254"
"","14147"
"Secondary Level (Class 9-10)",""
"Female","3883"
"Male","3595"
"","7478"
"SLC and Equivalent",""
"Female","3018"
"Male","2986"
"","6004"
