"Population by Single Year of Age","Number"
"0",""
"Female","254"
"Male","299"
"1",""
"Female","282"
"Male","276"
"10",""
"Female","594"
"Male","589"
"11",""
"Female","447"
"Male","452"
"12",""
"Female","556"
"Male","595"
"13",""
"Female","456"
"Male","415"
"14",""
"Female","489"
"Male","485"
"15",""
"Female","477"
"Male","415"
"16",""
"Female","461"
"Male","390"
"17",""
"Female","418"
"Male","317"
"18",""
"Female","536"
"Male","386"
"19",""
"Female","347"
"Male","240"
"2",""
"Female","345"
"Male","335"
"20",""
"Female","402"
"Male","297"
"21",""
"Female","340"
"Male","244"
"22",""
"Female","420"
"Male","376"
"23",""
"Female","322"
"Male","235"
"24",""
"Female","352"
"Male","265"
"25",""
"Female","378"
"Male","301"
"26",""
"Female","272"
"Male","243"
"27",""
"Female","245"
"Male","297"
"28",""
"Female","333"
"Male","328"
"29",""
"Female","162"
"Male","204"
"3",""
"Female","396"
"Male","360"
"30",""
"Female","401"
"Male","346"
"31",""
"Female","134"
"Male","151"
"32",""
"Female","259"
"Male","198"
"33",""
"Female","148"
"Male","142"
"34",""
"Female","163"
"Male","162"
"35",""
"Female","396"
"Male","305"
"36",""
"Female","201"
"Male","178"
"37",""
"Female","104"
"Male","91"
"38",""
"Female","183"
"Male","196"
"39",""
"Female","82"
"Male","88"
"4",""
"Female","439"
"Male","475"
"40",""
"Female","417"
"Male","323"
"41",""
"Female","96"
"Male","99"
"42",""
"Female","155"
"Male","151"
"43",""
"Female","100"
"Male","85"
"44",""
"Female","91"
"Male","92"
"45",""
"Female","290"
"Male","240"
"46",""
"Female","101"
"Male","96"
"47",""
"Female","64"
"Male","67"
"48",""
"Female","159"
"Male","155"
"49",""
"Female","60"
"Male","77"
"5",""
"Female","459"
"Male","452"
"50",""
"Female","247"
"Male","199"
"51",""
"Female","56"
"Male","57"
"52",""
"Female","110"
"Male","110"
"53",""
"Female","57"
"Male","70"
"54",""
"Female","49"
"Male","63"
"55",""
"Female","179"
"Male","135"
"56",""
"Female","80"
"Male","92"
"57",""
"Female","51"
"Male","63"
"58",""
"Female","75"
"Male","98"
"59",""
"Female","42"
"Male","53"
"6",""
"Female","445"
"Male","479"
"60",""
"Female","250"
"Male","177"
"61",""
"Female","46"
"Male","47"
"62",""
"Female","71"
"Male","73"
"63",""
"Female","51"
"Male","54"
"64",""
"Female","29"
"Male","39"
"65",""
"Female","129"
"Male","103"
"66",""
"Female","29"
"Male","39"
"67",""
"Female","35"
"Male","42"
"68",""
"Female","36"
"Male","69"
"69",""
"Female","26"
"Male","32"
"7",""
"Female","446"
"Male","431"
"70",""
"Female","109"
"Male","91"
"71",""
"Female","27"
"Male","28"
"72",""
"Female","30"
"Male","39"
"73",""
"Female","9"
"Male","14"
"74",""
"Female","9"
"Male","11"
"75",""
"Female","38"
"Male","34"
"76",""
"Female","13"
"Male","11"
"77",""
"Female","8"
"Male","16"
"78",""
"Female","10"
"Male","19"
"79",""
"Female","7"
"Male","5"
"8",""
"Female","514"
"Male","545"
"80",""
"Female","30"
"Male","17"
"81",""
"Female","2"
"Male","7"
"82",""
"Female","6"
"Male","8"
"83",""
"Female","4"
"Male","6"
"84",""
"Female","4"
"Male","5"
"85",""
"Female","24"
"Male","16"
"9",""
"Female","391"
"Male","412"
