"Population by Educational Attainment","Number"
"Beginners",""
"Female","165"
"Male","189"
"Graduate and Equivalent",""
"Female","19"
"Male","89"
"Intermediate and Equivalent",""
"Female","139"
"Male","198"
"Level not Stated",""
"Female","27"
"Male","24"
"Lower Secondary (Class 6-8)",""
"Female","1476"
"Male","1313"
"Non Formal Education",""
"Female","382"
"Male","302"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","19"
"Primary Education (1-5 Class)",""
"Female","2392"
"Male","2517"
"Secondary Level (Class 9-10)",""
"Female","581"
"Male","682"
"SLC and Equivalent",""
"Female","393"
"Male","529"
