"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","56"
"Male","56"
"Badi",""
"Female","14"
"Male","14"
"Bangali",""
"Female","110"
"Male","109"
"Bantaba",""
"Female","20"
"Male","15"
"Bantar/Sardar",""
"Female","1455"
"Male","1316"
"Bin",""
"Female","84"
"Male","87"
"Brahman - Hill",""
"Female","2464"
"Male","2084"
"Brahman - Tarai",""
"Female","53"
"Male","67"
"Chamar/ Harijan/ Ram",""
"Female","63"
"Male","66"
"Chhetri",""
"Female","2372"
"Male","2042"
"Dalit Others",""
"Female","32"
"Male","29"
"Damai/Dholi",""
"Female","83"
"Male","63"
"Dhanuk",""
"Female","1536"
"Male","1609"
"Dhimal",""
"Female","102"
"Male","83"
"Dhobi",""
"Female","14"
"Male","16"
"Dom",""
"Female","40"
"Male","40"
"Dusadh/ Pasawan/ Pasi",""
"Female","288"
"Male","270"
"Gaderi/Bhedihar",""
"Female","8"
"Male","8"
"Gangai",""
"Female","42"
"Male","41"
"Gharti/Bhujel",""
"Female","130"
"Male","106"
"Gurung",""
"Female","36"
"Male","33"
"Hajam/Thakur",""
"Female","243"
"Male","253"
"Halwai",""
"Female","252"
"Male","239"
"Jhangad/ Dhagar",""
"Female","476"
"Male","434"
"Kahar",""
"Female","24"
"Male","23"
"Kalwar",""
"Female","54"
"Male","63"
"Kamar",""
"Female","9"
"Male","8"
"Kami",""
"Female","143"
"Male","120"
"Kanu",""
"Female","18"
"Male","23"
"Kathabaniyan",""
"Female","146"
"Male","135"
"Kayastha",""
"Female","39"
"Male","23"
"Kewat",""
"Female","3309"
"Male","3075"
"Khatwe",""
"Female","32"
"Male","29"
"Khawas",""
"Female","619"
"Male","543"
"Koiri/Kushwaha",""
"Female","222"
"Male","208"
"Kumal",""
"Female","67"
"Male","55"
"Kumhar",""
"Female","79"
"Male","77"
"Kurmi",""
"Female","102"
"Male","101"
"Limbu",""
"Female","120"
"Male","101"
"Magar",""
"Female","364"
"Male","287"
"Majhi",""
"Female","131"
"Male","114"
"Mali",""
"Female","19"
"Male","13"
"Mallaha",""
"Female","375"
"Male","413"
"Marwadi",""
"Female","443"
"Male","422"
"Musahar",""
"Female","1838"
"Male","1789"
"Musalman",""
"Female","575"
"Male","651"
"Newar",""
"Female","218"
"Male","187"
"Nuniya",""
"Female","147"
"Male","136"
"Others",""
"Female","43"
"Male","39"
"Pattharkatta/ Kushwadiya",""
"Female","16"
"Male","9"
"Punjabi/Sikh",""
"Female","8"
"Male","6"
"Rai",""
"Female","189"
"Male","170"
"Rajbansi",""
"Female","1589"
"Male","1433"
"Rajput",""
"Female","57"
"Male","63"
"Raute",""
"Female","5"
"Male","8"
"Samgpang",""
"Female","7"
"Male","10"
"Sanyasi/Dasnami",""
"Female","109"
"Male","87"
"Sarki",""
"Female","247"
"Male","241"
"Satar/ Santhal",""
"Female","1816"
"Male","1744"
"Sonar",""
"Female","92"
"Male","115"
"Sudhi",""
"Female","283"
"Male","279"
"Tajpuriya",""
"Female","643"
"Male","554"
"Tamang",""
"Female","128"
"Male","107"
"Tatma/Tatwa",""
"Female","26"
"Male","28"
"Teli",""
"Female","735"
"Male","766"
"Terai Others",""
"Female","173"
"Male","153"
"Thakuri",""
"Female","59"
"Male","54"
"Thami",""
"Female","19"
"Male","18"
"Tharu",""
"Female","919"
"Male","801"
"Undefined Others",""
"Female","62"
"Male","54"
"Yadav",""
"Female","641"
"Male","666"
