"Population by disability type","Number"
"Blind/low vision",""
"Female","108"
"Male","90"
"","198"
"Deaf/hard of hearing",""
"Female","105"
"Male","100"
"","205"
"Deaf-Blind",""
"Female","6"
"Male","11"
"","17"
"Intellectual disable",""
"Female","7"
"Male","18"
"","25"
"Mental disable",""
"Female","38"
"Male","38"
"","76"
"Multiple disable",""
"Female","32"
"Male","38"
"","70"
"No disability",""
"Female","24362"
"Male","21324"
"","45686"
"Physical",""
"Female","211"
"Male","247"
"","458"
"Speech problem",""
"Female","40"
"Male","59"
"","99"
