"Population by disability type","Number"
"Blind/low vision",""
"Female","52"
"Male","57"
"","109"
"Deaf/hard of hearing",""
"Female","99"
"Male","99"
"","198"
"Deaf-Blind",""
"Female","10"
"Male","7"
"","17"
"Intellectual disable",""
"Female","19"
"Male","24"
"","43"
"Mental disable",""
"Female","19"
"Male","21"
"","40"
"Multiple disable",""
"Female","61"
"Male","36"
"","97"
"No disability",""
"Female","11476"
"Male","9512"
"","20988"
"Physical",""
"Female","105"
"Male","142"
"","247"
"Speech problem",""
"Female","57"
"Male","72"
"","129"
