"Population by Educational Attainment","Number"
"Beginners",""
"Female","16"
"Male","28"
"","44"
"Graduate and Equivalent",""
"Female","8"
"Male","57"
"","65"
"Intermediate and Equivalent",""
"Female","84"
"Male","139"
"","223"
"Level not Stated",""
"Female","2"
"Male","4"
"","6"
"Lower Secondary (Class 6-8)",""
"Female","192"
"Male","202"
"","394"
"Non Formal Education",""
"Female","78"
"Male","76"
"","154"
"Others",""
"Female","2"
"Male","10"
"","12"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","24"
"","26"
"Primary Education (1-5 Class)",""
"Female","349"
"Male","426"
"","775"
"Secondary Level (Class 9-10)",""
"Female","84"
"Male","120"
"","204"
"SLC and Equivalent",""
"Female","98"
"Male","150"
"","248"
