"Population by Educational Attainment","Number"
"Beginners",""
"Female","195"
"Male","206"
"Graduate and Equivalent",""
"Female","19"
"Male","62"
"Intermediate and Equivalent",""
"Female","194"
"Male","193"
"Level not Stated",""
"Female","17"
"Male","23"
"Lower Secondary (Class 6-8)",""
"Female","1099"
"Male","1151"
"Non Formal Education",""
"Female","510"
"Male","429"
"Others",""
"Female","6"
"Male","20"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","21"
"Primary Education (1-5 Class)",""
"Female","2177"
"Male","2414"
"Secondary Level (Class 9-10)",""
"Female","499"
"Male","580"
"SLC and Equivalent",""
"Female","282"
"Male","380"
