"Population by Single Year of Age","Number"
"0",""
"Female","148"
"Male","168"
"1",""
"Female","119"
"Male","136"
"10",""
"Female","265"
"Male","256"
"11",""
"Female","221"
"Male","211"
"12",""
"Female","300"
"Male","255"
"13",""
"Female","292"
"Male","240"
"14",""
"Female","269"
"Male","224"
"15",""
"Female","276"
"Male","251"
"16",""
"Female","268"
"Male","255"
"17",""
"Female","240"
"Male","206"
"18",""
"Female","276"
"Male","218"
"19",""
"Female","161"
"Male","134"
"2",""
"Female","155"
"Male","151"
"20",""
"Female","190"
"Male","134"
"21",""
"Female","156"
"Male","110"
"22",""
"Female","195"
"Male","137"
"23",""
"Female","146"
"Male","88"
"24",""
"Female","149"
"Male","115"
"25",""
"Female","138"
"Male","81"
"26",""
"Female","117"
"Male","88"
"27",""
"Female","97"
"Male","83"
"28",""
"Female","134"
"Male","98"
"29",""
"Female","77"
"Male","65"
"3",""
"Female","159"
"Male","151"
"30",""
"Female","166"
"Male","116"
"31",""
"Female","58"
"Male","54"
"32",""
"Female","109"
"Male","98"
"33",""
"Female","52"
"Male","58"
"34",""
"Female","69"
"Male","45"
"35",""
"Female","183"
"Male","101"
"36",""
"Female","90"
"Male","70"
"37",""
"Female","77"
"Male","60"
"38",""
"Female","100"
"Male","80"
"39",""
"Female","41"
"Male","52"
"4",""
"Female","173"
"Male","167"
"40",""
"Female","182"
"Male","152"
"41",""
"Female","71"
"Male","51"
"42",""
"Female","117"
"Male","61"
"43",""
"Female","78"
"Male","67"
"44",""
"Female","57"
"Male","47"
"45",""
"Female","174"
"Male","144"
"46",""
"Female","62"
"Male","63"
"47",""
"Female","75"
"Male","53"
"48",""
"Female","84"
"Male","85"
"49",""
"Female","71"
"Male","54"
"5",""
"Female","200"
"Male","182"
"50",""
"Female","152"
"Male","147"
"51",""
"Female","64"
"Male","55"
"52",""
"Female","86"
"Male","91"
"53",""
"Female","60"
"Male","52"
"54",""
"Female","41"
"Male","54"
"55",""
"Female","105"
"Male","95"
"56",""
"Female","59"
"Male","61"
"57",""
"Female","40"
"Male","44"
"58",""
"Female","65"
"Male","69"
"59",""
"Female","50"
"Male","53"
"6",""
"Female","196"
"Male","214"
"60",""
"Female","149"
"Male","116"
"61",""
"Female","46"
"Male","35"
"62",""
"Female","50"
"Male","56"
"63",""
"Female","47"
"Male","47"
"64",""
"Female","34"
"Male","27"
"65",""
"Female","75"
"Male","63"
"66",""
"Female","34"
"Male","32"
"67",""
"Female","46"
"Male","34"
"68",""
"Female","53"
"Male","57"
"69",""
"Female","33"
"Male","24"
"7",""
"Female","173"
"Male","215"
"70",""
"Female","93"
"Male","75"
"71",""
"Female","25"
"Male","29"
"72",""
"Female","40"
"Male","32"
"73",""
"Female","22"
"Male","30"
"74",""
"Female","21"
"Male","24"
"75",""
"Female","48"
"Male","44"
"76",""
"Female","19"
"Male","26"
"77",""
"Female","23"
"Male","23"
"78",""
"Female","27"
"Male","40"
"79",""
"Female","16"
"Male","15"
"8",""
"Female","231"
"Male","269"
"80",""
"Female","34"
"Male","22"
"81",""
"Female","4"
"Male","9"
"82",""
"Female","8"
"Male","9"
"83",""
"Female","3"
"Male","15"
"84",""
"Female","6"
"Male","8"
"85",""
"Female","38"
"Male","47"
"9",""
"Female","205"
"Male","216"
