"Population by disability type","Number"
"Blind/low vision",""
"Female","46"
"Male","44"
"","90"
"Deaf/hard of hearing",""
"Female","29"
"Male","25"
"","54"
"Deaf-Blind",""
"Female","0"
"Male","4"
"","4"
"Intellectual disable",""
"Female","1"
"Male","8"
"","9"
"Mental disable",""
"Female","9"
"Male","11"
"","20"
"Multiple disable",""
"Female","15"
"Male","24"
"","39"
"No disability",""
"Female","10849"
"Male","9535"
"","20384"
"Physical",""
"Female","50"
"Male","70"
"","120"
"Speech problem",""
"Female","18"
"Male","31"
"","49"
