"Population by Educational Attainment","Number"
"Beginners",""
"Female","83"
"Male","100"
"","183"
"Graduate and Equivalent",""
"Female","13"
"Male","24"
"","37"
"Intermediate and Equivalent",""
"Female","50"
"Male","112"
"","162"
"Level not Stated",""
"Female","49"
"Male","67"
"","116"
"Lower Secondary (Class 6-8)",""
"Female","601"
"Male","744"
"","1345"
"Non Formal Education",""
"Female","196"
"Male","212"
"","408"
"Others",""
"Female","1"
"Male","1"
"","2"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","5"
"","6"
"Primary Education (1-5 Class)",""
"Female","2170"
"Male","2665"
"","4835"
"Secondary Level (Class 9-10)",""
"Female","215"
"Male","303"
"","518"
"SLC and Equivalent",""
"Female","107"
"Male","226"
"","333"
