"Population by disability type","Number"
"Blind/low vision",""
"Female","37"
"Male","29"
"","66"
"Deaf/hard of hearing",""
"Female","13"
"Male","10"
"","23"
"Deaf-Blind",""
"Female","11"
"Male","8"
"","19"
"Intellectual disable",""
"Female","7"
"Male","5"
"","12"
"Mental disable",""
"Female","7"
"Male","10"
"","17"
"Multiple disable",""
"Female","13"
"Male","11"
"","24"
"No disability",""
"Female","7185"
"Male","6891"
"","14076"
"Physical",""
"Female","49"
"Male","69"
"","118"
"Speech problem",""
"Female","12"
"Male","31"
"","43"
