"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","27"
"Male","26"
"Brahman - Hill",""
"Female","1935"
"Male","1664"
"Brahman - Tarai",""
"Female","0"
"Male","18"
"Chhetri",""
"Female","5383"
"Male","4279"
"Dalit Others",""
"Female","6"
"Male","7"
"Damai/Dholi",""
"Female","233"
"Male","204"
"Dhanuk",""
"Female","7"
"Male","4"
"Gharti/Bhujel",""
"Female","335"
"Male","305"
"Gurung",""
"Female","44"
"Male","33"
"Hajam/Thakur",""
"Female","12"
"Male","20"
"Halwai",""
"Female","4"
"Male","13"
"Jirel",""
"Female","18"
"Male","20"
"Kami",""
"Female","615"
"Male","500"
"Kathabaniyan",""
"Female","18"
"Male","19"
"Koiri/Kushwaha",""
"Female","7"
"Male","10"
"Magar",""
"Female","91"
"Male","87"
"Musalman",""
"Female","7"
"Male","23"
"Newar",""
"Female","3179"
"Male","2689"
"Others",""
"Female","58"
"Male","69"
"Rai",""
"Female","24"
"Male","20"
"Sanyasi/Dasnami",""
"Female","59"
"Male","48"
"Sarki",""
"Female","292"
"Male","282"
"Sherpa",""
"Female","221"
"Male","217"
"Sunuwar",""
"Female","16"
"Male","19"
"Tamang",""
"Female","2702"
"Male","2371"
"Terai Others",""
"Female","8"
"Male","6"
"Thakuri",""
"Female","57"
"Male","44"
"Thami",""
"Female","2122"
"Male","1955"
"Undefined Others",""
"Female","22"
"Male","20"
"Yadav",""
"Female","4"
"Male","8"
