"Population by Single Year of Age","Number"
"0",""
"Female","227"
"Male","256"
"1",""
"Female","236"
"Male","259"
"10",""
"Female","374"
"Male","416"
"11",""
"Female","389"
"Male","377"
"12",""
"Female","434"
"Male","486"
"13",""
"Female","424"
"Male","406"
"14",""
"Female","460"
"Male","457"
"15",""
"Female","433"
"Male","442"
"16",""
"Female","440"
"Male","431"
"17",""
"Female","440"
"Male","378"
"18",""
"Female","423"
"Male","362"
"19",""
"Female","338"
"Male","259"
"2",""
"Female","247"
"Male","220"
"20",""
"Female","359"
"Male","238"
"21",""
"Female","331"
"Male","220"
"22",""
"Female","410"
"Male","252"
"23",""
"Female","278"
"Male","221"
"24",""
"Female","281"
"Male","232"
"25",""
"Female","332"
"Male","259"
"26",""
"Female","275"
"Male","252"
"27",""
"Female","252"
"Male","226"
"28",""
"Female","286"
"Male","289"
"29",""
"Female","186"
"Male","161"
"3",""
"Female","256"
"Male","240"
"30",""
"Female","375"
"Male","250"
"31",""
"Female","165"
"Male","140"
"32",""
"Female","243"
"Male","192"
"33",""
"Female","175"
"Male","153"
"34",""
"Female","210"
"Male","162"
"35",""
"Female","319"
"Male","248"
"36",""
"Female","202"
"Male","158"
"37",""
"Female","169"
"Male","134"
"38",""
"Female","183"
"Male","168"
"39",""
"Female","185"
"Male","133"
"4",""
"Female","273"
"Male","281"
"40",""
"Female","321"
"Male","266"
"41",""
"Female","143"
"Male","144"
"42",""
"Female","199"
"Male","170"
"43",""
"Female","176"
"Male","136"
"44",""
"Female","165"
"Male","130"
"45",""
"Female","296"
"Male","241"
"46",""
"Female","140"
"Male","105"
"47",""
"Female","157"
"Male","105"
"48",""
"Female","168"
"Male","170"
"49",""
"Female","157"
"Male","144"
"5",""
"Female","299"
"Male","314"
"50",""
"Female","279"
"Male","231"
"51",""
"Female","132"
"Male","130"
"52",""
"Female","157"
"Male","148"
"53",""
"Female","133"
"Male","106"
"54",""
"Female","100"
"Male","103"
"55",""
"Female","188"
"Male","171"
"56",""
"Female","129"
"Male","113"
"57",""
"Female","123"
"Male","121"
"58",""
"Female","119"
"Male","129"
"59",""
"Female","99"
"Male","76"
"6",""
"Female","272"
"Male","319"
"60",""
"Female","235"
"Male","219"
"61",""
"Female","83"
"Male","100"
"62",""
"Female","91"
"Male","77"
"63",""
"Female","88"
"Male","62"
"64",""
"Female","80"
"Male","80"
"65",""
"Female","137"
"Male","116"
"66",""
"Female","84"
"Male","49"
"67",""
"Female","87"
"Male","104"
"68",""
"Female","88"
"Male","108"
"69",""
"Female","53"
"Male","54"
"7",""
"Female","330"
"Male","314"
"70",""
"Female","149"
"Male","120"
"71",""
"Female","61"
"Male","49"
"72",""
"Female","77"
"Male","77"
"73",""
"Female","50"
"Male","58"
"74",""
"Female","51"
"Male","55"
"75",""
"Female","88"
"Male","72"
"76",""
"Female","50"
"Male","64"
"77",""
"Female","57"
"Male","45"
"78",""
"Female","48"
"Male","50"
"79",""
"Female","30"
"Male","20"
"8",""
"Female","350"
"Male","339"
"80",""
"Female","66"
"Male","39"
"81",""
"Female","18"
"Male","22"
"82",""
"Female","34"
"Male","23"
"83",""
"Female","24"
"Male","29"
"84",""
"Female","26"
"Male","18"
"85",""
"Female","114"
"Male","112"
"9",""
"Female","346"
"Male","362"
