"Population by Educational Attainment","Number"
"Beginners",""
"Female","60"
"Male","95"
"Graduate and Equivalent",""
"Female","69"
"Male","296"
"Intermediate and Equivalent",""
"Female","169"
"Male","472"
"Level not Stated",""
"Female","52"
"Male","71"
"Lower Secondary (Class 6-8)",""
"Female","1183"
"Male","1805"
"Non Formal Education",""
"Female","177"
"Male","303"
"Others",""
"Female","4"
"Male","9"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","52"
"Primary Education (1-5 Class)",""
"Female","2759"
"Male","3391"
"Secondary Level (Class 9-10)",""
"Female","452"
"Male","950"
"SLC and Equivalent",""
"Female","390"
"Male","909"
