"Population by Educational Attainment","Number"
"Beginners",""
"Female","463"
"Male","479"
"","942"
"Graduate and Equivalent",""
"Female","225"
"Male","419"
"","644"
"Intermediate and Equivalent",""
"Female","880"
"Male","1267"
"","2147"
"Level not Stated",""
"Female","66"
"Male","64"
"","130"
"Lower Secondary (Class 6-8)",""
"Female","2120"
"Male","2346"
"","4466"
"Non Formal Education",""
"Female","625"
"Male","724"
"","1349"
"Others",""
"Female","2"
"Male","11"
"","13"
"Post Graduate Equivalent and Above",""
"Female","72"
"Male","182"
"","254"
"Primary Education (1-5 Class)",""
"Female","3272"
"Male","3636"
"","6908"
"Secondary Level (Class 9-10)",""
"Female","1264"
"Male","1484"
"","2748"
"SLC and Equivalent",""
"Female","1351"
"Male","1671"
"","3022"
