"Population by Single Year of Age","Number"
"0",""
"Female","184"
"Male","211"
"1",""
"Female","159"
"Male","131"
"10",""
"Female","351"
"Male","310"
"11",""
"Female","318"
"Male","291"
"12",""
"Female","359"
"Male","362"
"13",""
"Female","382"
"Male","348"
"14",""
"Female","396"
"Male","379"
"15",""
"Female","356"
"Male","340"
"16",""
"Female","352"
"Male","287"
"17",""
"Female","325"
"Male","246"
"18",""
"Female","290"
"Male","235"
"19",""
"Female","191"
"Male","147"
"2",""
"Female","168"
"Male","184"
"20",""
"Female","233"
"Male","135"
"21",""
"Female","154"
"Male","90"
"22",""
"Female","234"
"Male","107"
"23",""
"Female","157"
"Male","83"
"24",""
"Female","161"
"Male","85"
"25",""
"Female","217"
"Male","92"
"26",""
"Female","141"
"Male","89"
"27",""
"Female","154"
"Male","80"
"28",""
"Female","199"
"Male","109"
"29",""
"Female","94"
"Male","63"
"3",""
"Female","173"
"Male","169"
"30",""
"Female","295"
"Male","137"
"31",""
"Female","86"
"Male","58"
"32",""
"Female","149"
"Male","115"
"33",""
"Female","107"
"Male","70"
"34",""
"Female","99"
"Male","69"
"35",""
"Female","316"
"Male","166"
"36",""
"Female","152"
"Male","73"
"37",""
"Female","87"
"Male","73"
"38",""
"Female","136"
"Male","87"
"39",""
"Female","86"
"Male","68"
"4",""
"Female","213"
"Male","221"
"40",""
"Female","348"
"Male","213"
"41",""
"Female","90"
"Male","51"
"42",""
"Female","137"
"Male","113"
"43",""
"Female","84"
"Male","95"
"44",""
"Female","71"
"Male","59"
"45",""
"Female","265"
"Male","191"
"46",""
"Female","102"
"Male","84"
"47",""
"Female","82"
"Male","73"
"48",""
"Female","109"
"Male","112"
"49",""
"Female","80"
"Male","63"
"5",""
"Female","248"
"Male","222"
"50",""
"Female","268"
"Male","238"
"51",""
"Female","47"
"Male","69"
"52",""
"Female","111"
"Male","127"
"53",""
"Female","76"
"Male","70"
"54",""
"Female","52"
"Male","69"
"55",""
"Female","159"
"Male","155"
"56",""
"Female","71"
"Male","70"
"57",""
"Female","71"
"Male","77"
"58",""
"Female","76"
"Male","78"
"59",""
"Female","59"
"Male","71"
"6",""
"Female","249"
"Male","248"
"60",""
"Female","211"
"Male","206"
"61",""
"Female","65"
"Male","50"
"62",""
"Female","66"
"Male","58"
"63",""
"Female","45"
"Male","40"
"64",""
"Female","59"
"Male","57"
"65",""
"Female","168"
"Male","117"
"66",""
"Female","47"
"Male","57"
"67",""
"Female","55"
"Male","73"
"68",""
"Female","57"
"Male","65"
"69",""
"Female","26"
"Male","41"
"7",""
"Female","265"
"Male","275"
"70",""
"Female","135"
"Male","128"
"71",""
"Female","22"
"Male","40"
"72",""
"Female","51"
"Male","51"
"73",""
"Female","30"
"Male","44"
"74",""
"Female","23"
"Male","21"
"75",""
"Female","102"
"Male","71"
"76",""
"Female","28"
"Male","29"
"77",""
"Female","38"
"Male","32"
"78",""
"Female","39"
"Male","47"
"79",""
"Female","26"
"Male","28"
"8",""
"Female","292"
"Male","261"
"80",""
"Female","59"
"Male","55"
"81",""
"Female","10"
"Male","19"
"82",""
"Female","14"
"Male","19"
"83",""
"Female","15"
"Male","24"
"84",""
"Female","20"
"Male","24"
"85",""
"Female","88"
"Male","90"
"9",""
"Female","309"
"Male","288"
