"Population by Educational Attainment","Number"
"Beginners",""
"Female","249"
"Male","223"
"Graduate and Equivalent",""
"Female","21"
"Male","65"
"Intermediate and Equivalent",""
"Female","184"
"Male","222"
"Level not Stated",""
"Female","9"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","1720"
"Male","1547"
"Non Formal Education",""
"Female","423"
"Male","437"
"Others",""
"Female","8"
"Male","9"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","25"
"Primary Education (1-5 Class)",""
"Female","3546"
"Male","3482"
"Secondary Level (Class 9-10)",""
"Female","572"
"Male","662"
"SLC and Equivalent",""
"Female","437"
"Male","530"
