"Population by Educational Attainment","Number"
"Beginners",""
"Female","514"
"Male","510"
"Graduate and Equivalent",""
"Female","8"
"Male","91"
"Intermediate and Equivalent",""
"Female","134"
"Male","363"
"Level not Stated",""
"Female","8"
"Male","10"
"Lower Secondary (Class 6-8)",""
"Female","810"
"Male","1501"
"Non Formal Education",""
"Female","315"
"Male","393"
"Others",""
"Female","6"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","2957"
"Male","3504"
"Secondary Level (Class 9-10)",""
"Female","288"
"Male","727"
"SLC and Equivalent",""
"Female","133"
"Male","416"
