"Population by Single Year of Age","Number"
"0",""
"Female","185"
"Male","214"
"1",""
"Female","172"
"Male","209"
"10",""
"Female","346"
"Male","352"
"11",""
"Female","312"
"Male","304"
"12",""
"Female","351"
"Male","386"
"13",""
"Female","375"
"Male","311"
"14",""
"Female","341"
"Male","346"
"15",""
"Female","353"
"Male","353"
"16",""
"Female","321"
"Male","287"
"17",""
"Female","345"
"Male","227"
"18",""
"Female","335"
"Male","256"
"19",""
"Female","241"
"Male","147"
"2",""
"Female","185"
"Male","205"
"20",""
"Female","272"
"Male","166"
"21",""
"Female","220"
"Male","115"
"22",""
"Female","249"
"Male","141"
"23",""
"Female","193"
"Male","98"
"24",""
"Female","201"
"Male","91"
"25",""
"Female","273"
"Male","110"
"26",""
"Female","208"
"Male","118"
"27",""
"Female","192"
"Male","108"
"28",""
"Female","202"
"Male","128"
"29",""
"Female","89"
"Male","75"
"3",""
"Female","218"
"Male","198"
"30",""
"Female","266"
"Male","152"
"31",""
"Female","102"
"Male","72"
"32",""
"Female","177"
"Male","124"
"33",""
"Female","126"
"Male","74"
"34",""
"Female","107"
"Male","88"
"35",""
"Female","264"
"Male","174"
"36",""
"Female","120"
"Male","87"
"37",""
"Female","99"
"Male","65"
"38",""
"Female","137"
"Male","110"
"39",""
"Female","91"
"Male","64"
"4",""
"Female","233"
"Male","252"
"40",""
"Female","320"
"Male","213"
"41",""
"Female","91"
"Male","66"
"42",""
"Female","138"
"Male","119"
"43",""
"Female","84"
"Male","91"
"44",""
"Female","90"
"Male","67"
"45",""
"Female","234"
"Male","185"
"46",""
"Female","102"
"Male","79"
"47",""
"Female","85"
"Male","72"
"48",""
"Female","93"
"Male","107"
"49",""
"Female","66"
"Male","87"
"5",""
"Female","244"
"Male","279"
"50",""
"Female","225"
"Male","193"
"51",""
"Female","73"
"Male","79"
"52",""
"Female","91"
"Male","127"
"53",""
"Female","68"
"Male","76"
"54",""
"Female","60"
"Male","57"
"55",""
"Female","142"
"Male","125"
"56",""
"Female","73"
"Male","69"
"57",""
"Female","67"
"Male","63"
"58",""
"Female","72"
"Male","100"
"59",""
"Female","47"
"Male","54"
"6",""
"Female","284"
"Male","269"
"60",""
"Female","146"
"Male","166"
"61",""
"Female","48"
"Male","60"
"62",""
"Female","56"
"Male","75"
"63",""
"Female","52"
"Male","50"
"64",""
"Female","35"
"Male","53"
"65",""
"Female","132"
"Male","114"
"66",""
"Female","50"
"Male","50"
"67",""
"Female","65"
"Male","88"
"68",""
"Female","66"
"Male","67"
"69",""
"Female","24"
"Male","25"
"7",""
"Female","282"
"Male","278"
"70",""
"Female","106"
"Male","88"
"71",""
"Female","16"
"Male","34"
"72",""
"Female","47"
"Male","38"
"73",""
"Female","25"
"Male","33"
"74",""
"Female","26"
"Male","20"
"75",""
"Female","80"
"Male","61"
"76",""
"Female","29"
"Male","28"
"77",""
"Female","31"
"Male","44"
"78",""
"Female","46"
"Male","45"
"79",""
"Female","10"
"Male","15"
"8",""
"Female","283"
"Male","290"
"80",""
"Female","42"
"Male","32"
"81",""
"Female","16"
"Male","27"
"82",""
"Female","15"
"Male","16"
"83",""
"Female","14"
"Male","14"
"84",""
"Female","12"
"Male","24"
"85",""
"Female","73"
"Male","54"
"9",""
"Female","287"
"Male","292"
