"Population by Educational Attainment","Number"
"Beginners",""
"Female","462"
"Male","586"
"","1048"
"Graduate and Equivalent",""
"Female","118"
"Male","274"
"","392"
"Intermediate and Equivalent",""
"Female","245"
"Male","634"
"","879"
"Level not Stated",""
"Female","88"
"Male","94"
"","182"
"Lower Secondary (Class 6-8)",""
"Female","1483"
"Male","2661"
"","4144"
"Non Formal Education",""
"Female","58"
"Male","74"
"","132"
"Others",""
"Female","43"
"Male","20"
"","63"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","60"
"","69"
"Primary Education (1-5 Class)",""
"Female","5584"
"Male","7023"
"","12607"
"Secondary Level (Class 9-10)",""
"Female","561"
"Male","1452"
"","2013"
"SLC and Equivalent",""
"Female","221"
"Male","554"
"","775"
