"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","51"
"Male","47"
"Badhaee",""
"Female","10"
"Male","10"
"Badi",""
"Female","12"
"Male","13"
"Bangali",""
"Female","63"
"Male","67"
"Bantaba",""
"Female","9"
"Male","6"
"Brahman - Hill",""
"Female","8066"
"Male","6736"
"Brahman - Tarai",""
"Female","65"
"Male","57"
"Chamar/ Harijan/ Ram",""
"Female","11"
"Male","9"
"Chamling",""
"Female","6"
"Male","6"
"Chhetri",""
"Female","5979"
"Male","4988"
"Dalit Others",""
"Female","10"
"Male","10"
"Damai/Dholi",""
"Female","644"
"Male","517"
"Danuwar",""
"Female","10"
"Male","7"
"Dev",""
"Female","5"
"Male","8"
"Dhanuk",""
"Female","45"
"Male","42"
"Dhimal",""
"Female","12"
"Male","8"
"Dom",""
"Female","13"
"Male","20"
"Dusadh/ Pasawan/ Pasi",""
"Female","46"
"Male","58"
"Gangai",""
"Female","36"
"Male","33"
"Gharti/Bhujel",""
"Female","187"
"Male","161"
"Gurung",""
"Female","337"
"Male","264"
"Hajam/Thakur",""
"Female","131"
"Male","120"
"Halwai",""
"Female","54"
"Male","54"
"Kalwar",""
"Female","25"
"Male","29"
"Kami",""
"Female","1017"
"Male","878"
"Kathabaniyan",""
"Female","39"
"Male","53"
"Kayastha",""
"Female","34"
"Male","23"
"Khawas",""
"Female","30"
"Male","21"
"Koiri/Kushwaha",""
"Female","26"
"Male","29"
"Kulung",""
"Female","117"
"Male","87"
"Kumal",""
"Female","51"
"Male","60"
"Kurmi",""
"Female","32"
"Male","24"
"Limbu",""
"Female","5444"
"Male","4355"
"Lohar",""
"Female","19"
"Male","26"
"Magar",""
"Female","610"
"Male","548"
"Majhi",""
"Female","699"
"Male","596"
"Mallaha",""
"Female","48"
"Male","67"
"Marwadi",""
"Female","44"
"Male","48"
"Meche",""
"Female","8"
"Male","12"
"Munda",""
"Female","17"
"Male","14"
"Musahar",""
"Female","120"
"Male","112"
"Musalman",""
"Female","126"
"Male","138"
"Newar",""
"Female","996"
"Male","875"
"Nuniya",""
"Female","9"
"Male","17"
"Others",""
"Female","60"
"Male","46"
"Pattharkatta/ Kushwadiya",""
"Female","9"
"Male","9"
"Punjabi/Sikh",""
"Female","12"
"Male","6"
"Rai",""
"Female","1853"
"Male","1609"
"Rajbansi",""
"Female","1957"
"Male","1686"
"Rajput",""
"Female","6"
"Male","10"
"Sanyasi/Dasnami",""
"Female","267"
"Male","211"
"Sarki",""
"Female","152"
"Male","141"
"Satar/ Santhal",""
"Female","875"
"Male","845"
"Sherpa",""
"Female","40"
"Male","40"
"Sonar",""
"Female","10"
"Male","6"
"Sudhi",""
"Female","65"
"Male","56"
"Sunuwar",""
"Female","140"
"Male","129"
"Tajpuriya",""
"Female","1881"
"Male","1709"
"Tamang",""
"Female","1128"
"Male","964"
"Tatma/Tatwa",""
"Female","36"
"Male","40"
"Teli",""
"Female","359"
"Male","368"
"Terai Others",""
"Female","41"
"Male","32"
"Thakuri",""
"Female","27"
"Male","14"
"Tharu",""
"Female","429"
"Male","323"
"Undefined Others",""
"Female","123"
"Male","109"
"Yadav",""
"Female","74"
"Male","89"
"Yakkha",""
"Female","24"
"Male","20"
