"Population by Mother tongue","Number"
"Avadhi",""
"Female","10"
"Male","13"
"Bahing",""
"Female","20"
"Male","14"
"Bangla",""
"Female","55"
"Male","64"
"Bantawa",""
"Female","103"
"Male","85"
"Bhojpuri",""
"Female","55"
"Male","56"
"Bhujel",""
"Female","21"
"Male","8"
"Chamling",""
"Female","77"
"Male","60"
"Danuwar",""
"Female","6"
"Male","5"
"Dhimal",""
"Female","12"
"Male","7"
"Doteli",""
"Female","8"
"Male","5"
"Dumi",""
"Female","11"
"Male","7"
"Dungmali",""
"Female","26"
"Male","16"
"Ganagai",""
"Female","9"
"Male","6"
"Gurung",""
"Female","264"
"Male","206"
"Hindi",""
"Female","37"
"Male","46"
"Khaling",""
"Female","16"
"Male","17"
"Kulung",""
"Female","167"
"Male","142"
"Kumal",""
"Female","25"
"Male","23"
"Limbu",""
"Female","5104"
"Male","4108"
"Lohorung",""
"Female","12"
"Male","9"
"Magahi",""
"Female","81"
"Male","83"
"Magar",""
"Female","489"
"Male","429"
"Maithili",""
"Female","1182"
"Male","1219"
"Majhi",""
"Female","226"
"Male","186"
"Meche",""
"Female","8"
"Male","12"
"Nachhiring",""
"Female","7"
"Male","6"
"Nepali",""
"Female","18433"
"Male","15354"
"Newar",""
"Female","531"
"Male","498"
"Not Reported",""
"Female","103"
"Male","88"
"Others",""
"Female","186"
"Male","142"
"Rai",""
"Female","1218"
"Male","1076"
"Rajbanshi",""
"Female","1998"
"Male","1733"
"Rajsthani",""
"Female","27"
"Male","31"
"Sampang",""
"Female","20"
"Male","17"
"Sanskrit",""
"Female","31"
"Male","26"
"Santhali",""
"Female","826"
"Male","811"
"Sherpa",""
"Female","33"
"Male","38"
"Sign Language",""
"Female","4"
"Male","8"
"Sindhi",""
"Female","26"
"Male","20"
"Sunuwar",""
"Female","120"
"Male","115"
"Tajpuriya",""
"Female","1849"
"Male","1689"
"Tamang",""
"Female","1004"
"Male","872"
"Tharu",""
"Female","325"
"Male","253"
"Thulung",""
"Female","13"
"Male","12"
"Urdu",""
"Female","75"
"Male","79"
"Yakkha",""
"Female","19"
"Male","18"
"Yamphu/Yamphe",""
"Female","9"
"Male","3"
