"Population by Educational Attainment","Number"
"Beginners",""
"Female","517"
"Male","637"
"Graduate and Equivalent",""
"Female","244"
"Male","538"
"Intermediate and Equivalent",""
"Female","1030"
"Male","1260"
"Level not Stated",""
"Female","47"
"Male","54"
"Lower Secondary (Class 6-8)",""
"Female","5310"
"Male","4893"
"Non Formal Education",""
"Female","878"
"Male","1138"
"Others",""
"Female","11"
"Male","11"
"Post Graduate Equivalent and Above",""
"Female","26"
"Male","104"
"Primary Education (1-5 Class)",""
"Female","7094"
"Male","7363"
"Secondary Level (Class 9-10)",""
"Female","3896"
"Male","3442"
"SLC and Equivalent",""
"Female","3144"
"Male","2896"
