"Population by Educational Attainment","Number"
"Beginners",""
"Female","386"
"Male","368"
"Graduate and Equivalent",""
"Female","192"
"Male","426"
"Intermediate and Equivalent",""
"Female","766"
"Male","855"
"Level not Stated",""
"Female","4"
"Male","7"
"Lower Secondary (Class 6-8)",""
"Female","3203"
"Male","3020"
"Non Formal Education",""
"Female","542"
"Male","727"
"Others",""
"Female","1"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","31"
"Male","136"
"Primary Education (1-5 Class)",""
"Female","4296"
"Male","4377"
"Secondary Level (Class 9-10)",""
"Female","2596"
"Male","2189"
"SLC and Equivalent",""
"Female","2057"
"Male","1805"
