"Population by Mother tongue","Number"
"Bangla",""
"Female","123"
"Male","137"
"Bantawa",""
"Female","55"
"Male","31"
"Bhojpuri",""
"Female","40"
"Male","27"
"Bhujel",""
"Female","74"
"Male","62"
"Chamling",""
"Female","28"
"Male","17"
"Danuwar",""
"Female","12"
"Male","8"
"Doteli",""
"Female","5"
"Male","14"
"Dumi",""
"Female","9"
"Male","8"
"Gurung",""
"Female","135"
"Male","108"
"Hindi",""
"Female","52"
"Male","79"
"Koyee",""
"Female","8"
"Male","7"
"Kulung",""
"Female","5"
"Male","6"
"Kumal",""
"Female","35"
"Male","37"
"Limbu",""
"Female","459"
"Male","410"
"Magahi",""
"Female","8"
"Male","4"
"Magar",""
"Female","295"
"Male","272"
"Maithili",""
"Female","713"
"Male","746"
"Majhi",""
"Female","11"
"Male","11"
"Nachhiring",""
"Female","7"
"Male","5"
"Nepali",""
"Female","16013"
"Male","13373"
"Newar",""
"Female","247"
"Male","222"
"Not Reported",""
"Female","22"
"Male","18"
"Others",""
"Female","65"
"Male","75"
"Puma",""
"Female","8"
"Male","7"
"Rai",""
"Female","277"
"Male","235"
"Rajbanshi",""
"Female","886"
"Male","768"
"Rajsthani",""
"Female","31"
"Male","37"
"Santhali",""
"Female","1149"
"Male","1044"
"Sherpa",""
"Female","16"
"Male","17"
"Sunuwar",""
"Female","27"
"Male","20"
"Tajpuriya",""
"Female","12"
"Male","10"
"Tamang",""
"Female","363"
"Male","317"
"Tharu",""
"Female","250"
"Male","236"
"Thulung",""
"Female","20"
"Male","21"
"Urdu",""
"Female","127"
"Male","128"
"Yakkha",""
"Female","18"
"Male","19"
