"Population by Mother tongue","Number"
"Avadhi",""
"Female","187"
"Male","180"
"Bangla",""
"Female","46"
"Male","140"
"Bhojpuri",""
"Female","1184"
"Male","1630"
"Chhantyal",""
"Female","153"
"Male","137"
"Doteli",""
"Female","11"
"Male","13"
"Gurung",""
"Female","1640"
"Male","1375"
"Hindi",""
"Female","1122"
"Male","1480"
"Kham",""
"Female","54"
"Male","55"
"Kumal",""
"Female","12"
"Male","10"
"Limbu",""
"Female","9"
"Male","9"
"Magar",""
"Female","5957"
"Male","5290"
"Maithili",""
"Female","500"
"Male","705"
"Nepali",""
"Female","51621"
"Male","49299"
"Newar",""
"Female","3691"
"Male","3506"
"Not Reported",""
"Female","57"
"Male","52"
"Others",""
"Female","36"
"Male","42"
"Punjabi",""
"Female","8"
"Male","11"
"Rai",""
"Female","44"
"Male","45"
"Rajsthani",""
"Female","24"
"Male","30"
"Sign Language",""
"Female","6"
"Male","9"
"Tamang",""
"Female","117"
"Male","133"
"Thakali",""
"Female","97"
"Male","91"
"Tharu",""
"Female","3649"
"Male","3733"
"Urdu",""
"Female","229"
"Male","313"
