"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","21"
"Male","44"
"Badi",""
"Female","107"
"Male","104"
"Bangali",""
"Female","56"
"Male","143"
"Baraee",""
"Female","13"
"Male","21"
"Brahman - Hill",""
"Female","21100"
"Male","21020"
"Brahman - Tarai",""
"Female","76"
"Male","93"
"Chamar/ Harijan/ Ram",""
"Female","82"
"Male","135"
"Chhantyal/Chhantel",""
"Female","214"
"Male","179"
"Chhetri",""
"Female","9604"
"Male","9175"
"Dalit Others",""
"Female","596"
"Male","546"
"Damai/Dholi",""
"Female","1646"
"Male","1482"
"Dhanuk",""
"Female","22"
"Male","37"
"Dhobi",""
"Female","65"
"Male","77"
"Dhunia",""
"Female","5"
"Male","10"
"Dusadh/ Pasawan/ Pasi",""
"Female","16"
"Male","23"
"Foreigner",""
"Female","14"
"Male","11"
"Gaine",""
"Female","18"
"Male","11"
"Ghale",""
"Female","9"
"Male","17"
"Gharti/Bhujel",""
"Female","38"
"Male","47"
"Gurung",""
"Female","2631"
"Male","2177"
"Hajam/Thakur",""
"Female","110"
"Male","149"
"Halwai",""
"Female","210"
"Male","299"
"Kahar",""
"Female","45"
"Male","55"
"Kalwar",""
"Female","106"
"Male","116"
"Kami",""
"Female","3364"
"Male","3166"
"Kanu",""
"Female","38"
"Male","37"
"Kathabaniyan",""
"Female","1115"
"Male","1292"
"Kayastha",""
"Female","51"
"Male","56"
"Kewat",""
"Female","7"
"Male","18"
"Khatwe",""
"Female","5"
"Male","10"
"Koiri/Kushwaha",""
"Female","22"
"Male","45"
"Kumal",""
"Female","351"
"Male","351"
"Kurmi",""
"Female","41"
"Male","57"
"Limbu",""
"Female","25"
"Male","22"
"Lodh",""
"Female","8"
"Male","7"
"Lohar",""
"Female","13"
"Male","40"
"Magar",""
"Female","13689"
"Male","12060"
"Majhi",""
"Female","61"
"Male","63"
"Mallaha",""
"Female","23"
"Male","39"
"Marwadi",""
"Female","65"
"Male","95"
"Musahar",""
"Female","24"
"Male","26"
"Musalman",""
"Female","1313"
"Male","1693"
"Newar",""
"Female","5470"
"Male","5136"
"Others",""
"Female","60"
"Male","59"
"Pattharkatta/ Kushwadiya",""
"Female","5"
"Male","7"
"Punjabi/Sikh",""
"Female","12"
"Male","17"
"Rai",""
"Female","156"
"Male","159"
"Rajput",""
"Female","48"
"Male","74"
"Sanyasi/Dasnami",""
"Female","331"
"Male","345"
"Sarki",""
"Female","546"
"Male","496"
"Sherpa",""
"Female","19"
"Male","13"
"Sonar",""
"Female","10"
"Male","6"
"Sudhi",""
"Female","9"
"Male","12"
"Sunuwar",""
"Female","32"
"Male","34"
"Tamang",""
"Female","347"
"Male","358"
"Teli",""
"Female","208"
"Male","263"
"Terai Others",""
"Female","146"
"Male","228"
"Thakali",""
"Female","336"
"Male","305"
"Thakuri",""
"Female","1207"
"Male","1110"
"Thami",""
"Female","48"
"Male","33"
"Tharu",""
"Female","4190"
"Male","4274"
"Undefined Others",""
"Female","19"
"Male","19"
"Yadav",""
"Female","236"
"Male","292"
