"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","67"
"Male","80"
"Badhaee",""
"Female","403"
"Male","455"
"Badi",""
"Female","184"
"Male","208"
"Bangali",""
"Female","974"
"Male","1135"
"Bantaba",""
"Female","115"
"Male","103"
"Bantar/Sardar",""
"Female","714"
"Male","735"
"Baraee",""
"Female","166"
"Male","193"
"Bhote",""
"Female","6"
"Male","11"
"Bin",""
"Female","113"
"Male","117"
"Brahman - Hill",""
"Female","20713"
"Male","19463"
"Brahman - Tarai",""
"Female","534"
"Male","577"
"Byasi/Sauka",""
"Female","11"
"Male","13"
"Chamar/ Harijan/ Ram",""
"Female","607"
"Male","633"
"Chamling",""
"Female","88"
"Male","73"
"Chepang /Praja",""
"Female","5"
"Male","7"
"Chhetri",""
"Female","11038"
"Male","10343"
"Dalit Others",""
"Female","295"
"Male","312"
"Damai/Dholi",""
"Female","200"
"Male","175"
"Danuwar",""
"Female","63"
"Male","83"
"Dev",""
"Female","164"
"Male","202"
"Dhanuk",""
"Female","2874"
"Male","3336"
"Dhimal",""
"Female","60"
"Male","63"
"Dhobi",""
"Female","324"
"Male","363"
"Dhunia",""
"Female","33"
"Male","27"
"Dom",""
"Female","301"
"Male","300"
"Dusadh/ Pasawan/ Pasi",""
"Female","1214"
"Male","1331"
"Foreigner",""
"Female","69"
"Male","82"
"Gaderi/Bhedihar",""
"Female","140"
"Male","164"
"Gangai",""
"Female","308"
"Male","355"
"Gharti/Bhujel",""
"Female","352"
"Male","344"
"Gurung",""
"Female","658"
"Male","629"
"Hajam/Thakur",""
"Female","891"
"Male","1020"
"Halkhor",""
"Female","75"
"Male","71"
"Halwai",""
"Female","1824"
"Male","1954"
"Janajati Others",""
"Female","8"
"Male","11"
"Jhangad/ Dhagar",""
"Female","272"
"Male","313"
"Kahar",""
"Female","70"
"Male","92"
"Kalwar",""
"Female","819"
"Male","918"
"Kamar",""
"Female","10"
"Male","12"
"Kami",""
"Female","645"
"Male","611"
"Kanu",""
"Female","6"
"Male","9"
"Kathabaniyan",""
"Female","1638"
"Male","1862"
"Kayastha",""
"Female","1612"
"Male","1616"
"Kewat",""
"Female","3663"
"Male","3986"
"Khatwe",""
"Female","319"
"Male","374"
"Khawas",""
"Female","256"
"Male","250"
"Koche",""
"Female","14"
"Male","24"
"Koiri/Kushwaha",""
"Female","586"
"Male","793"
"Kulung",""
"Female","6"
"Male","8"
"Kumal",""
"Female","80"
"Male","109"
"Kumhar",""
"Female","67"
"Male","99"
"Kurmi",""
"Female","523"
"Male","553"
"Kusunda",""
"Female","10"
"Male","13"
"Lhomi",""
"Female","6"
"Male","5"
"Limbu",""
"Female","597"
"Male","495"
"Lohar",""
"Female","116"
"Male","126"
"Magar",""
"Female","1284"
"Male","1211"
"Majhi",""
"Female","279"
"Male","301"
"Mali",""
"Female","40"
"Male","35"
"Mallaha",""
"Female","2633"
"Male","2841"
"Marwadi",""
"Female","3432"
"Male","3752"
"Musahar",""
"Female","2094"
"Male","2172"
"Musalman",""
"Female","8668"
"Male","9123"
"Newar",""
"Female","5058"
"Male","4731"
"Nuniya",""
"Female","1342"
"Male","1472"
"Others",""
"Female","37"
"Male","39"
"Pattharkatta/ Kushwadiya",""
"Female","28"
"Male","32"
"Punjabi/Sikh",""
"Female","313"
"Male","331"
"Rai",""
"Female","1354"
"Male","1243"
"Rajbansi",""
"Female","2657"
"Male","2846"
"Rajbhar",""
"Female","10"
"Male","16"
"Rajdhob",""
"Female","17"
"Male","37"
"Rajput",""
"Female","875"
"Male","938"
"Raute",""
"Female","37"
"Male","37"
"Samgpang",""
"Female","34"
"Male","20"
"Sanyasi/Dasnami",""
"Female","740"
"Male","655"
"Sarbaria",""
"Female","25"
"Male","27"
"Sarki",""
"Female","181"
"Male","174"
"Satar/ Santhal",""
"Female","144"
"Male","140"
"Sherpa",""
"Female","51"
"Male","55"
"Sonar",""
"Female","528"
"Male","476"
"Sudhi",""
"Female","1427"
"Male","1589"
"Sunuwar",""
"Female","158"
"Male","161"
"Tajpuriya",""
"Female","22"
"Male","43"
"Tamang",""
"Female","1162"
"Male","1023"
"Tatma/Tatwa",""
"Female","688"
"Male","691"
"Teli",""
"Female","2823"
"Male","3246"
"Terai Others",""
"Female","2226"
"Male","2420"
"Thakali",""
"Female","6"
"Male","6"
"Thakuri",""
"Female","193"
"Male","194"
"Thami",""
"Female","23"
"Male","18"
"Tharu",""
"Female","2893"
"Male","3142"
"Thulung",""
"Female","14"
"Male","11"
"Undefined Others",""
"Female","184"
"Male","211"
"Yadav",""
"Female","5180"
"Male","6067"
"Yakkha",""
"Female","70"
"Male","65"
