"Population by Mother tongue","Number"
"Angika",""
"Female","56"
"Male","44"
"Avadhi",""
"Female","14"
"Male","14"
"Bahing",""
"Female","6"
"Male","14"
"Bangla",""
"Female","776"
"Male","900"
"Bantawa",""
"Female","77"
"Male","82"
"Bhojpuri",""
"Female","2030"
"Male","2220"
"Bhujel",""
"Female","200"
"Male","202"
"Chamling",""
"Female","53"
"Male","41"
"Danuwar",""
"Female","10"
"Male","14"
"Dhimal",""
"Female","26"
"Male","21"
"Doteli",""
"Female","21"
"Male","18"
"Ganagai",""
"Female","13"
"Male","9"
"Gurung",""
"Female","365"
"Male","354"
"Hindi",""
"Female","1883"
"Male","2126"
"Limbu",""
"Female","306"
"Male","278"
"Magahi",""
"Female","630"
"Male","654"
"Magar",""
"Female","380"
"Male","334"
"Maithili",""
"Female","40149"
"Male","44494"
"Majhi",""
"Female","15"
"Male","14"
"Nepali",""
"Female","42372"
"Male","39859"
"Newar",""
"Female","1723"
"Male","1633"
"Not Reported",""
"Female","272"
"Male","280"
"Oriya",""
"Female","10"
"Male","9"
"Others",""
"Female","187"
"Male","192"
"Punjabi",""
"Female","11"
"Male","12"
"Rai",""
"Female","498"
"Male","459"
"Rajbanshi",""
"Female","2173"
"Male","2311"
"Rajsthani",""
"Female","2546"
"Male","2733"
"Sampang",""
"Female","23"
"Male","13"
"Santhali",""
"Female","72"
"Male","71"
"Sherpa",""
"Female","29"
"Male","37"
"Sign Language",""
"Female","20"
"Male","24"
"Sunuwar",""
"Female","113"
"Male","112"
"Tajpuriya",""
"Female","19"
"Male","36"
"Tamang",""
"Female","539"
"Male","448"
"Thami",""
"Female","10"
"Male","6"
"Tharu",""
"Female","2421"
"Male","2622"
"Thulung",""
"Female","15"
"Male","15"
"Uranw/Urau",""
"Female","243"
"Male","273"
"Urdu",""
"Female","5480"
"Male","5797"
"Yakkha",""
"Female","50"
"Male","52"
