"Population by Educational Attainment","Number"
"Beginners",""
"Female","624"
"Male","753"
"","1377"
"Graduate and Equivalent",""
"Female","104"
"Male","319"
"","423"
"Intermediate and Equivalent",""
"Female","317"
"Male","808"
"","1125"
"Level not Stated",""
"Female","136"
"Male","135"
"","271"
"Lower Secondary (Class 6-8)",""
"Female","2168"
"Male","4934"
"","7102"
"Non Formal Education",""
"Female","433"
"Male","384"
"","817"
"Others",""
"Female","64"
"Male","30"
"","94"
"Post Graduate Equivalent and Above",""
"Female","30"
"Male","84"
"","114"
"Primary Education (1-5 Class)",""
"Female","9260"
"Male","11177"
"","20437"
"Secondary Level (Class 9-10)",""
"Female","750"
"Male","2418"
"","3168"
"SLC and Equivalent",""
"Female","237"
"Male","663"
"","900"
