"Population by disability type","Number"
"Blind/low vision",""
"Female","81"
"Male","66"
"","147"
"Deaf/hard of hearing",""
"Female","58"
"Male","61"
"","119"
"Deaf-Blind",""
"Female","1"
"Male","7"
"","8"
"Intellectual disable",""
"Female","15"
"Male","24"
"","39"
"Mental disable",""
"Female","10"
"Male","14"
"","24"
"Multiple disable",""
"Female","29"
"Male","22"
"","51"
"No disability",""
"Female","14195"
"Male","12882"
"","27077"
"Physical",""
"Female","118"
"Male","160"
"","278"
"Speech problem",""
"Female","33"
"Male","46"
"","79"
