"Population by Educational Attainment","Number"
"Beginners",""
"Female","566"
"Male","733"
"","1299"
"Graduate and Equivalent",""
"Female","203"
"Male","429"
"","632"
"Intermediate and Equivalent",""
"Female","768"
"Male","813"
"","1581"
"Level not Stated",""
"Female","30"
"Male","37"
"","67"
"Lower Secondary (Class 6-8)",""
"Female","2984"
"Male","2559"
"","5543"
"Non Formal Education",""
"Female","814"
"Male","696"
"","1510"
"Others",""
"Female","17"
"Male","14"
"","31"
"Post Graduate Equivalent and Above",""
"Female","33"
"Male","167"
"","200"
"Primary Education (1-5 Class)",""
"Female","4969"
"Male","4979"
"","9948"
"Secondary Level (Class 9-10)",""
"Female","1995"
"Male","1466"
"","3461"
"SLC and Equivalent",""
"Female","2599"
"Male","2153"
"","4752"
