"Population by Educational Attainment","Number"
"Beginners",""
"Female","393"
"Male","512"
"","905"
"Graduate and Equivalent",""
"Female","79"
"Male","139"
"","218"
"Intermediate and Equivalent",""
"Female","511"
"Male","432"
"","943"
"Level not Stated",""
"Female","30"
"Male","19"
"","49"
"Lower Secondary (Class 6-8)",""
"Female","3070"
"Male","2367"
"","5437"
"Non Formal Education",""
"Female","924"
"Male","442"
"","1366"
"Others",""
"Female","4"
"Male","2"
"","6"
"Post Graduate Equivalent and Above",""
"Female","13"
"Male","61"
"","74"
"Primary Education (1-5 Class)",""
"Female","4262"
"Male","4331"
"","8593"
"Secondary Level (Class 9-10)",""
"Female","1433"
"Male","1172"
"","2605"
"SLC and Equivalent",""
"Female","1181"
"Male","1046"
"","2227"
