"Population by disability type","Number"
"Blind/low vision",""
"Female","76"
"Male","59"
"","135"
"Deaf/hard of hearing",""
"Female","61"
"Male","63"
"","124"
"Deaf-Blind",""
"Female","2"
"Male","5"
"","7"
"Intellectual disable",""
"Female","22"
"Male","20"
"","42"
"Mental disable",""
"Female","35"
"Male","37"
"","72"
"Multiple disable",""
"Female","33"
"Male","46"
"","79"
"No disability",""
"Female","30253"
"Male","27734"
"","57987"
"Physical",""
"Female","98"
"Male","171"
"","269"
"Speech problem",""
"Female","52"
"Male","74"
"","126"
