"Population by Educational Attainment","Number"
"Beginners",""
"Female","542"
"Male","668"
"","1210"
"Graduate and Equivalent",""
"Female","565"
"Male","917"
"","1482"
"Intermediate and Equivalent",""
"Female","1868"
"Male","2150"
"","4018"
"Level not Stated",""
"Female","233"
"Male","199"
"","432"
"Lower Secondary (Class 6-8)",""
"Female","4436"
"Male","4284"
"","8720"
"Non Formal Education",""
"Female","1435"
"Male","1143"
"","2578"
"Others",""
"Female","9"
"Male","16"
"","25"
"Post Graduate Equivalent and Above",""
"Female","91"
"Male","346"
"","437"
"Primary Education (1-5 Class)",""
"Female","6721"
"Male","7510"
"","14231"
"Secondary Level (Class 9-10)",""
"Female","2848"
"Male","2659"
"","5507"
"SLC and Equivalent",""
"Female","2615"
"Male","2918"
"","5533"
