"Population by Caste Ethinicity","Number"
"Badi",""
"Female","48"
"Male","46"
"","94"
"Bote",""
"Female","197"
"Male","223"
"","420"
"Brahman - Hill",""
"Female","12807"
"Male","11478"
"","24285"
"Brahmu/ Baramo",""
"Female","8"
"Male","7"
"","15"
"Chepang /Praja",""
"Female","19"
"Male","31"
"","50"
"Chhetri",""
"Female","3059"
"Male","2676"
"","5735"
"Dalit Others",""
"Female","284"
"Male","253"
"","537"
"Damai/Dholi",""
"Female","843"
"Male","799"
"","1642"
"Danuwar",""
"Female","11"
"Male","3"
"","14"
"Darai",""
"Female","213"
"Male","254"
"","467"
"Dhanuk",""
"Female","6"
"Male","13"
"","19"
"Dhimal",""
"Female","7"
"Male","7"
"","14"
"Foreigner",""
"Female","0"
"Male","19"
"","19"
"Gaine",""
"Female","9"
"Male","12"
"","21"
"Ghale",""
"Female","9"
"Male","9"
"","18"
"Gharti/Bhujel",""
"Female","225"
"Male","213"
"","438"
"Gurung",""
"Female","1318"
"Male","1158"
"","2476"
"Hajam/Thakur",""
"Female","13"
"Male","38"
"","51"
"Halwai",""
"Female","6"
"Male","10"
"","16"
"Jhangad/ Dhagar",""
"Female","0"
"Male","14"
"","14"
"Kalwar",""
"Female","7"
"Male","11"
"","18"
"Kami",""
"Female","1362"
"Male","1193"
"","2555"
"Kathabaniyan",""
"Female","4"
"Male","18"
"","22"
"Koiri/Kushwaha",""
"Female","7"
"Male","14"
"","21"
"Kumal",""
"Female","597"
"Male","578"
"","1175"
"Kurmi",""
"Female","16"
"Male","87"
"","103"
"Limbu",""
"Female","12"
"Male","18"
"","30"
"Magar",""
"Female","5308"
"Male","4730"
"","10038"
"Majhi",""
"Female","25"
"Male","32"
"","57"
"Musalman",""
"Female","47"
"Male","123"
"","170"
"Newar",""
"Female","1242"
"Male","1137"
"","2379"
"Others",""
"Female","40"
"Male","83"
"","123"
"Rai",""
"Female","148"
"Male","151"
"","299"
"Rajbansi",""
"Female","7"
"Male","8"
"","15"
"Sanyasi/Dasnami",""
"Female","180"
"Male","176"
"","356"
"Sarki",""
"Female","175"
"Male","159"
"","334"
"Sunuwar",""
"Female","69"
"Male","63"
"","132"
"Tamang",""
"Female","506"
"Male","537"
"","1043"
"Teli",""
"Female","10"
"Male","32"
"","42"
"Terai Others",""
"Female","20"
"Male","38"
"","58"
"Thakali",""
"Female","16"
"Male","14"
"","30"
"Thakuri",""
"Female","485"
"Male","433"
"","918"
"Tharu",""
"Female","1259"
"Male","1270"
"","2529"
"Yadav",""
"Female","8"
"Male","41"
"","49"
