"Population by Educational Attainment","Number"
"Beginners",""
"Female","247"
"Male","269"
"Graduate and Equivalent",""
"Female","12"
"Male","111"
"Intermediate and Equivalent",""
"Female","153"
"Male","364"
"Level not Stated",""
"Female","33"
"Male","69"
"Lower Secondary (Class 6-8)",""
"Female","978"
"Male","1791"
"Non Formal Education",""
"Female","91"
"Male","121"
"Others",""
"Female","9"
"Male","13"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","17"
"Primary Education (1-5 Class)",""
"Female","3079"
"Male","4409"
"Secondary Level (Class 9-10)",""
"Female","404"
"Male","1071"
"SLC and Equivalent",""
"Female","172"
"Male","404"
